fight_id,round,r_kd,r_sig_landed,r_sig_attempts,r_td,r_ctrl_sec,r_head_landed,r_body_landed,r_leg_landed,r_distance_landed,r_clinch_landed,r_ground_landed,b_kd,b_sig_landed,b_sig_attempts,b_td,b_ctrl_sec,b_head_landed,b_body_landed,b_leg_landed,b_distance_landed,b_clinch_landed,b_ground_landed,r_total_landed,r_total_attempts,r_td_attempts,r_sub_att,r_rev,b_total_landed,b_total_attempts,b_td_attempts,b_sub_att,b_rev,r_head_attempts,r_body_attempts,r_leg_attempts,b_head_attempts,b_body_attempts,b_leg_attempts,r_distance_attempts,r_clinch_attempts,r_ground_attempts,b_distance_attempts,b_clinch_attempts,b_ground_attempts
40707ddc9fdea500,1,1,11,27,0,2,10,1,0,7,2,2,0,10,22,0,0,6,4,0,10,0,0,,,,,,,,,,,,,,,,,,,,,,
ff2e4b411f695017,1,0,5,15,2,225,4,1,0,5,0,0,0,6,31,0,0,3,2,1,6,0,0,,,,,,,,,,,,,,,,,,,,,,
7f93b2f38497caec,1,2,32,53,0,14,28,2,2,21,1,10,1,26,73,0,12,19,3,4,25,1,0,,,,,,,,,,,,,,,,,,,,,,
bee95769a221af9a,1,0,4,22,1,6,2,1,1,4,0,0,0,5,17,0,129,3,1,1,4,1,0,,,,,,,,,,,,,,,,,,,,,,
db026ff6eee4d174,1,1,14,23,0,5,8,2,4,12,0,2,0,2,14,0,0,0,1,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,
abfc03893551ae73,1,0,9,29,0,15,1,1,7,8,0,1,0,11,18,0,0,4,4,3,10,1,0,,,,,,,,,,,,,,,,,,,,,,
b279559f15ecf29b,1,0,22,39,2,97,14,6,2,16,5,1,0,20,36,0,15,5,6,9,20,0,0,,,,,,,,,,,,,,,,,,,,,,
2664805fde34fb1b,1,0,5,5,0,0,0,2,3,5,0,0,1,19,36,0,33,19,0,0,4,0,15,,,,,,,,,,,,,,,,,,,,,,
3adecfc4727a8d73,1,0,4,9,1,94,4,0,0,2,0,2,0,4,10,0,0,2,1,1,3,0,1,,,,,,,,,,,,,,,,,,,,,,
1535fb6549fa8bab,1,0,1,1,1,262,0,0,1,1,0,0,0,5,10,0,24,5,0,0,2,0,3,,,,,,,,,,,,,,,,,,,,,,
71afa8354da2491e,1,0,22,52,1,87,13,3,6,20,0,2,0,18,48,0,0,13,2,3,18,0,0,,,,,,,,,,,,,,,,,,,,,,
2ab395e21080b10a,1,0,44,67,1,156,20,12,12,32,0,12,0,17,25,0,0,6,2,9,13,0,4,,,,,,,,,,,,,,,,,,,,,,
5475f5b6bad40989,1,1,11,18,0,3,10,1,0,9,0,2,0,6,14,0,0,0,3,3,6,0,0,,,,,,,,,,,,,,,,,,,,,,
31cb98ce37fd87dd,1,0,21,54,0,0,14,5,2,21,0,0,0,38,94,0,0,23,11,4,38,0,0,,,,,,,,,,,,,,,,,,,,,,
cfca30d3ef3c86b9,1,0,58,123,0,0,26,17,15,57,1,0,0,50,116,0,0,15,19,16,50,0,0,,,,,,,,,,,,,,,,,,,,,,
b87ac039e3b13940,1,1,17,29,0,56,6,7,4,13,4,0,0,13,14,0,23,3,5,5,10,3,0,,,,,,,,,,,,,,,,,,,,,,
a554a72bb0377213,1,0,14,57,0,0,5,6,3,14,0,0,0,27,65,0,23,21,2,4,26,0,1,,,,,,,,,,,,,,,,,,,,,,
bf59d9f8bd9536f3,1,0,17,49,0,26,8,3,6,13,4,0,1,25,42,0,54,16,7,2,20,1,4,,,,,,,,,,,,,,,,,,,,,,
5b6bdaf89e493674,1,0,22,39,0,0,12,9,1,22,0,0,0,13,36,0,0,1,0,12,13,0,0,,,,,,,,,,,,,,,,,,,,,,
6a7db3750822d7be,1,0,18,40,0,30,4,10,4,14,4,0,0,8,14,2,156,6,1,1,7,1,0,,,,,,,,,,,,,,,,,,,,,,
98b7dd0ddc52cffb,1,0,34,66,0,0,12,12,10,34,0,0,0,20,57,0,0,11,3,6,19,1,0,,,,,,,,,,,,,,,,,,,,,,
f32d918ee06cb83b,1,0,11,26,1,46,5,5,1,11,0,0,1,18,42,0,2,15,2,1,14,2,2,,,,,,,,,,,,,,,,,,,,,,
5dcba156bd13e0c3,1,0,2,5,0,0,1,0,1,2,0,0,1,6,11,0,90,3,1,2,5,0,1,,,,,,,,,,,,,,,,,,,,,,
d6d141afdd31c3f1,1,0,18,36,0,39,7,5,6,17,0,1,0,12,24,1,115,8,0,4,12,0,0,,,,,,,,,,,,,,,,,,,,,,
86dff1593d8b9a1f,1,0,10,30,0,0,7,2,1,10,0,0,3,29,44,0,17,19,7,3,26,0,3,,,,,,,,,,,,,,,,,,,,,,
44abbf6b947be6de,1,0,9,16,1,267,8,1,0,2,0,7,0,2,4,0,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
fdb9d29cf0edc16a,1,0,9,23,0,56,8,0,1,8,0,1,0,18,26,2,63,9,6,3,12,6,0,,,,,,,,,,,,,,,,,,,,,,
523815acf1bb2420,1,0,6,11,0,38,1,5,0,2,2,2,0,12,18,2,228,9,3,0,5,3,4,,,,,,,,,,,,,,,,,,,,,,
1f0d4572e0facbea,1,0,30,45,3,260,24,5,1,8,1,21,0,3,11,0,0,0,1,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,
5c3c4bcc6c746ca0,1,0,19,31,1,70,5,3,11,17,2,0,0,23,55,0,2,13,3,7,23,0,0,,,,,,,,,,,,,,,,,,,,,,
69f39e5d959311b1,1,0,9,26,0,5,2,4,3,7,1,1,0,9,13,2,82,8,1,0,6,3,0,,,,,,,,,,,,,,,,,,,,,,
25f3e4fa781c1c8a,1,0,25,86,0,0,13,5,7,25,0,0,0,29,84,0,0,15,4,10,29,0,0,,,,,,,,,,,,,,,,,,,,,,
d325a1483d78ae75,1,0,26,80,0,0,18,6,2,26,0,0,0,25,62,0,0,15,2,8,25,0,0,,,,,,,,,,,,,,,,,,,,,,
2d36e2c10ee349fe,1,0,7,20,0,92,5,1,1,4,0,3,0,13,18,1,96,9,1,3,6,0,7,,,,,,,,,,,,,,,,,,,,,,
f4d8266a42a41dff,1,0,27,50,1,46,24,0,3,20,4,3,0,26,58,2,122,17,7,2,17,8,1,,,,,,,,,,,,,,,,,,,,,,
cea6760d7bfbe19b,1,0,7,14,0,177,5,1,1,7,0,0,0,13,25,1,29,7,4,2,5,8,0,,,,,,,,,,,,,,,,,,,,,,
1b204fc28bb023e6,1,0,35,60,0,0,12,7,16,34,1,0,0,15,42,2,34,9,1,5,15,0,0,,,,,,,,,,,,,,,,,,,,,,
1e8c33b1917fe1b7,1,0,12,16,2,260,7,5,0,8,0,4,0,3,13,0,10,1,2,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,
4011cdf1f182804c,1,0,6,10,1,179,2,1,3,4,1,1,1,7,10,0,56,3,4,0,4,3,0,,,,,,,,,,,,,,,,,,,,,,
904cf687d22bb486,1,0,32,66,0,0,24,5,3,30,2,0,0,27,52,0,29,23,1,3,27,0,0,,,,,,,,,,,,,,,,,,,,,,
1af23e7aa71a1d17,1,0,31,50,1,20,5,5,21,29,2,0,1,33,59,0,76,21,10,2,21,5,7,,,,,,,,,,,,,,,,,,,,,,
759c55755d70f7ba,1,0,17,20,3,264,16,1,0,1,5,11,0,3,3,0,13,1,2,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,
96d4fe315722d1c1,1,0,23,32,0,30,13,4,6,17,6,0,0,22,48,0,0,10,11,1,20,2,0,,,,,,,,,,,,,,,,,,,,,,
59695aae245cca73,1,0,5,8,0,0,2,2,1,3,2,0,1,8,17,0,3,6,2,0,4,1,3,,,,,,,,,,,,,,,,,,,,,,
8252a314c778b8e6,1,0,31,55,0,3,12,12,7,31,0,0,0,24,57,0,4,14,5,5,23,1,0,,,,,,,,,,,,,,,,,,,,,,
860050f211b44d10,1,0,19,61,0,4,17,2,0,19,0,0,0,36,75,5,70,35,1,0,34,0,2,,,,,,,,,,,,,,,,,,,,,,
b4bbc1b7efa770f5,1,0,4,8,2,85,2,0,2,0,4,0,0,1,2,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,
60bd4d2878c85f70,1,0,19,53,1,17,7,9,3,14,4,1,0,21,56,0,1,18,2,1,18,3,0,,,,,,,,,,,,,,,,,,,,,,
fac560495e61d34c,1,0,13,22,2,210,10,3,0,7,2,4,0,8,13,0,31,4,4,0,4,0,4,,,,,,,,,,,,,,,,,,,,,,
84b04e8d6b251c54,1,0,10,15,0,0,8,2,0,9,1,0,1,22,33,0,15,12,8,2,13,6,3,,,,,,,,,,,,,,,,,,,,,,
d33814971932422a,1,0,16,42,0,61,13,1,2,14,1,1,0,28,52,0,16,12,2,14,25,2,1,,,,,,,,,,,,,,,,,,,,,,
7d0d2cecab358ba1,1,1,23,49,0,38,8,2,13,21,0,2,0,9,15,1,64,1,3,5,9,0,0,,,,,,,,,,,,,,,,,,,,,,
a73e33dfce8fcfd8,1,0,14,23,1,130,8,6,0,7,1,6,0,4,18,0,0,1,0,3,4,0,0,,,,,,,,,,,,,,,,,,,,,,
1aedd959f1523a27,1,0,9,9,0,2,1,8,0,2,7,0,0,3,3,0,11,0,3,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,
330506571d2778b1,1,0,37,61,4,172,34,1,2,9,1,27,0,21,34,0,14,8,2,11,20,0,1,,,,,,,,,,,,,,,,,,,,,,
63f6af6d5f7b82ad,1,1,40,69,2,100,34,3,3,27,5,8,0,19,46,1,15,15,2,2,12,6,1,,,,,,,,,,,,,,,,,,,,,,
de93fda66d203c26,1,0,11,14,1,256,8,3,0,2,0,9,0,4,12,0,0,1,0,3,4,0,0,,,,,,,,,,,,,,,,,,,,,,
ecc56a86a1eead9d,1,0,20,41,0,3,13,3,4,20,0,0,0,25,53,0,0,12,9,4,25,0,0,,,,,,,,,,,,,,,,,,,,,,
8c9ff13791378784,1,0,3,6,0,93,3,0,0,0,0,3,0,3,6,1,144,1,1,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,
ad59e2de1ab5c8d2,1,0,12,27,1,19,5,3,4,12,0,0,0,38,70,0,125,34,4,0,17,0,21,,,,,,,,,,,,,,,,,,,,,,
6c79db79da9ae874,1,0,8,13,1,9,1,3,4,8,0,0,0,2,7,0,0,0,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,
df370b97ea49e6b4,1,0,19,52,0,46,10,7,2,18,1,0,0,14,28,1,55,9,3,2,11,3,0,,,,,,,,,,,,,,,,,,,,,,
bd06f1c2d7e6c4a0,1,0,36,53,0,94,10,23,3,14,22,0,1,32,50,0,39,23,8,1,16,15,1,,,,,,,,,,,,,,,,,,,,,,
adb78db5ba8ccc0f,1,0,19,56,0,18,16,2,1,19,0,0,0,30,61,0,0,9,9,12,30,0,0,,,,,,,,,,,,,,,,,,,,,,
160c17b8fcb0e2a1,1,1,14,45,0,3,12,1,1,13,0,1,0,11,30,0,0,4,2,5,11,0,0,,,,,,,,,,,,,,,,,,,,,,
3cbd3565dd631cc4,1,0,15,23,0,58,10,2,3,12,1,2,0,9,21,1,163,6,3,0,6,3,0,,,,,,,,,,,,,,,,,,,,,,
ce5ebaf8caf8c4a7,1,0,19,34,3,184,15,4,0,11,5,3,0,13,29,0,25,8,5,0,8,5,0,,,,,,,,,,,,,,,,,,,,,,
f521ecde1e96a1bd,1,0,11,20,1,32,11,0,0,3,1,7,0,1,3,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,
46b9acec12a35d37,1,0,13,21,0,0,4,1,8,13,0,0,0,2,18,0,0,0,1,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,
ec0740be19b2ef90,1,0,5,9,0,92,1,0,4,5,0,0,0,22,30,0,127,17,2,3,7,0,15,,,,,,,,,,,,,,,,,,,,,,
35d06627d91b840d,1,0,20,47,0,0,1,1,18,20,0,0,0,12,36,0,0,1,6,5,12,0,0,,,,,,,,,,,,,,,,,,,,,,
d9f5d05b07bae09e,1,0,37,47,0,29,36,1,0,7,5,25,0,2,9,2,193,0,1,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,
be73f75b52b06f14,1,0,15,42,2,72,7,2,6,14,1,0,0,17,36,1,20,7,7,3,14,3,0,,,,,,,,,,,,,,,,,,,,,,
8a044e5400b4318f,1,1,24,45,0,5,22,1,1,15,0,9,0,15,40,0,0,7,4,4,15,0,0,,,,,,,,,,,,,,,,,,,,,,
7e8fd03e070d0c25,1,0,22,51,0,0,12,6,4,22,0,0,0,19,45,0,0,5,7,7,19,0,0,,,,,,,,,,,,,,,,,,,,,,
0111e6a64b5184c6,1,0,0,1,2,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
d3e23d7d207d3ccf,1,0,27,54,0,0,7,8,12,27,0,0,0,20,40,0,0,10,6,4,20,0,0,,,,,,,,,,,,,,,,,,,,,,
989b8d362742f40b,1,0,25,47,0,55,14,4,7,13,3,9,0,13,33,0,17,4,6,3,13,0,0,,,,,,,,,,,,,,,,,,,,,,
d869eaea38426f06,1,0,3,3,1,130,3,0,0,1,1,1,0,3,5,1,122,2,0,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,
0e6d624086f7952e,1,0,31,57,0,4,14,10,7,23,8,0,0,48,87,0,41,32,15,1,34,14,0,,,,,,,,,,,,,,,,,,,,,,
301f230c90c4bd7d,1,0,17,24,3,254,17,0,0,0,0,17,0,1,1,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,
77acb96700e89c92,1,0,22,76,0,0,16,5,1,22,0,0,0,35,60,0,32,23,10,2,33,2,0,,,,,,,,,,,,,,,,,,,,,,
bf334cb4e63f3430,1,1,42,81,1,86,32,9,1,22,10,10,0,16,37,0,4,11,0,5,16,0,0,,,,,,,,,,,,,,,,,,,,,,
db3e26d02d790c97,1,0,17,46,0,0,8,3,6,17,0,0,0,9,48,0,0,5,3,1,9,0,0,,,,,,,,,,,,,,,,,,,,,,
6010f681e54ba2cd,1,0,12,43,0,0,11,1,0,12,0,0,0,16,44,0,0,9,2,5,16,0,0,,,,,,,,,,,,,,,,,,,,,,
a5cf273faa3982b7,1,0,16,28,0,66,5,6,5,15,1,0,1,9,23,0,32,2,5,2,7,1,1,,,,,,,,,,,,,,,,,,,,,,
86d57e8ef2191316,1,0,13,37,0,19,1,3,9,12,1,0,0,13,28,0,0,5,3,5,13,0,0,,,,,,,,,,,,,,,,,,,,,,
810c9da07970c4a6,1,0,16,31,0,0,5,3,8,16,0,0,0,6,26,0,0,2,1,3,6,0,0,,,,,,,,,,,,,,,,,,,,,,
b8ca1acdf3dc2f58,1,0,22,56,0,0,15,1,6,22,0,0,0,14,41,0,9,6,5,3,14,0,0,,,,,,,,,,,,,,,,,,,,,,
20f316f96c9e4458,1,0,15,35,0,43,11,4,0,6,4,5,0,10,48,0,22,3,1,6,10,0,0,,,,,,,,,,,,,,,,,,,,,,
1a191251620a84ca,1,0,13,51,0,15,6,3,4,12,1,0,0,20,32,0,0,10,3,7,16,4,0,,,,,,,,,,,,,,,,,,,,,,
398db40015b3c81c,1,0,10,24,1,139,4,3,3,7,2,1,0,7,17,0,0,2,4,1,4,3,0,,,,,,,,,,,,,,,,,,,,,,
acc9a109b00a99e1,1,0,23,55,0,0,17,5,1,16,7,0,0,26,51,1,110,16,3,7,23,3,0,,,,,,,,,,,,,,,,,,,,,,
cf9035f2fc2e232f,1,1,7,7,0,2,6,1,0,3,2,2,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
7bced112f3229b1b,1,0,22,48,0,0,3,5,14,22,0,0,0,12,43,0,0,4,6,2,12,0,0,,,,,,,,,,,,,,,,,,,,,,
fd47032108b85cf0,1,0,24,39,1,85,11,7,6,21,2,1,0,15,46,0,41,5,6,4,15,0,0,,,,,,,,,,,,,,,,,,,,,,
3e2f00991f511607,1,2,35,56,1,194,29,5,1,20,2,13,0,18,34,1,20,11,7,0,15,3,0,,,,,,,,,,,,,,,,,,,,,,
ca7fd237c16cec84,1,0,6,27,0,0,5,1,0,6,0,0,0,19,47,0,2,17,0,2,15,0,4,,,,,,,,,,,,,,,,,,,,,,
ce62a50e97d497f9,1,0,8,11,1,221,6,1,1,1,1,6,0,7,16,1,31,4,3,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,
f70c817388602681,1,0,6,7,1,81,5,0,1,2,0,4,0,13,13,1,121,6,4,3,5,2,6,,,,,,,,,,,,,,,,,,,,,,
2de6652160cc7b9f,1,0,27,34,1,168,13,13,1,11,2,14,0,19,23,0,3,6,11,2,17,2,0,,,,,,,,,,,,,,,,,,,,,,
2ac3ce1f62b3c4b9,1,0,15,25,0,0,1,11,3,15,0,0,0,16,49,0,34,2,3,11,15,1,0,,,,,,,,,,,,,,,,,,,,,,
2cd9e3796be57a79,1,0,13,18,0,4,4,2,7,9,4,0,0,9,22,1,199,6,3,0,2,3,4,,,,,,,,,,,,,,,,,,,,,,
5abcf9f282983acc,1,1,6,11,0,4,5,1,0,4,0,2,0,2,4,0,0,0,0,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,
e0b98f3cf4a7cc3b,1,0,0,3,0,0,0,0,0,0,0,0,0,14,18,2,267,8,0,6,0,6,8,,,,,,,,,,,,,,,,,,,,,,
0cf7a4593fd44e59,1,0,10,22,0,0,3,5,2,8,2,0,0,37,60,0,49,20,15,2,28,9,0,,,,,,,,,,,,,,,,,,,,,,
2ac9b3ccb43422d8,1,0,34,55,0,10,23,9,2,33,1,0,2,44,80,0,4,22,6,16,39,2,3,,,,,,,,,,,,,,,,,,,,,,
4dac5258f22be059,1,0,21,61,0,0,15,5,1,21,0,0,0,39,95,1,17,15,14,10,32,7,0,,,,,,,,,,,,,,,,,,,,,,
6b9f82291930bfec,1,0,12,18,2,156,10,1,1,3,0,9,0,11,15,0,0,2,4,5,11,0,0,,,,,,,,,,,,,,,,,,,,,,
d497d74a0df9e35e,1,0,18,31,0,1,15,2,1,16,2,0,0,20,49,1,64,10,8,2,17,1,2,,,,,,,,,,,,,,,,,,,,,,
06d6cde7479711ee,1,1,22,45,0,3,14,3,5,16,2,4,1,58,83,0,115,48,9,1,15,2,41,,,,,,,,,,,,,,,,,,,,,,
11cc331fa40ede63,1,1,9,33,0,3,4,2,3,9,0,0,0,21,61,2,49,12,1,8,19,0,2,,,,,,,,,,,,,,,,,,,,,,
efd7efba85092c6f,1,0,21,52,0,31,13,4,4,14,4,3,1,46,91,1,43,39,6,1,29,1,16,,,,,,,,,,,,,,,,,,,,,,
833d67f423315d18,1,0,31,77,0,2,16,2,13,29,2,0,0,25,60,0,14,15,7,3,23,2,0,,,,,,,,,,,,,,,,,,,,,,
d19e010f071a4b45,1,0,6,23,0,0,2,0,4,6,0,0,0,7,15,0,52,4,3,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,
abd50fad1e7b030b,1,1,20,35,0,11,15,4,1,6,0,14,0,4,15,0,0,3,0,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,
38b6ef176439c39b,1,0,10,26,0,0,5,3,2,9,1,0,0,12,38,1,115,8,2,2,6,0,6,,,,,,,,,,,,,,,,,,,,,,
5f31f3e32669f5b9,1,0,17,67,0,13,11,5,1,15,2,0,0,28,69,0,4,23,5,0,25,3,0,,,,,,,,,,,,,,,,,,,,,,
b96c8fef6c9f92db,1,0,25,63,0,6,20,0,5,24,1,0,0,41,104,0,0,19,16,6,39,2,0,,,,,,,,,,,,,,,,,,,,,,
8986373b4a6e90b6,1,0,10,40,1,2,4,1,5,10,0,0,0,10,37,0,0,1,1,8,10,0,0,,,,,,,,,,,,,,,,,,,,,,
f858f91453555291,1,0,37,60,1,84,26,6,5,14,2,21,0,22,47,0,0,17,4,1,21,1,0,,,,,,,,,,,,,,,,,,,,,,
0823f97be9c3a62e,1,0,15,41,0,0,7,7,1,15,0,0,1,13,25,0,3,7,3,3,12,0,1,,,,,,,,,,,,,,,,,,,,,,
7f9a331bc3100afd,1,0,1,12,1,27,0,1,0,1,0,0,1,3,12,0,1,2,0,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,
e05a18b6ce22fa1f,1,0,1,8,1,142,0,0,1,1,0,0,0,6,13,0,43,0,0,6,6,0,0,,,,,,,,,,,,,,,,,,,,,,
a8bc6e005077bb0b,1,0,10,18,0,83,1,3,6,9,1,0,0,9,30,0,0,5,4,0,5,4,0,,,,,,,,,,,,,,,,,,,,,,
a6b328733d610e2b,1,0,30,80,0,0,20,8,2,29,1,0,1,52,93,0,7,48,3,1,49,2,1,,,,,,,,,,,,,,,,,,,,,,
36f38c2534ef646b,1,0,9,35,0,0,8,1,0,8,1,0,0,31,46,0,0,14,8,9,30,1,0,,,,,,,,,,,,,,,,,,,,,,
2b11aa4b90b1dd41,1,0,3,4,0,7,2,0,1,3,0,0,0,8,13,1,269,8,0,0,3,0,5,,,,,,,,,,,,,,,,,,,,,,
044d210d7b1eb519,1,0,7,11,0,0,1,5,1,1,6,0,0,10,13,4,249,10,0,0,3,0,7,,,,,,,,,,,,,,,,,,,,,,
b530bb13aac1e48b,1,0,18,37,1,52,15,3,0,14,3,1,0,9,16,0,0,6,1,2,9,0,0,,,,,,,,,,,,,,,,,,,,,,
eda397c27787afa4,1,0,3,11,0,0,1,2,0,3,0,0,2,22,37,0,57,18,4,0,10,0,12,,,,,,,,,,,,,,,,,,,,,,
4adef20ce69217be,1,1,7,10,0,2,4,2,1,6,0,1,0,2,8,0,0,0,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,
b5274277ef6707c9,1,0,11,18,2,230,9,1,1,10,0,1,0,8,25,0,5,2,1,5,7,1,0,,,,,,,,,,,,,,,,,,,,,,
a274ed04c36d40d4,1,0,4,4,0,0,1,0,3,4,0,0,0,8,13,1,44,6,0,2,2,0,6,,,,,,,,,,,,,,,,,,,,,,
72c3e5eacde4f0e5,1,0,21,51,0,0,20,1,0,21,0,0,0,25,47,0,0,17,3,5,25,0,0,,,,,,,,,,,,,,,,,,,,,,
5a1ce88ec1f75160,1,0,7,26,0,13,5,2,0,7,0,0,0,10,23,0,0,3,1,6,10,0,0,,,,,,,,,,,,,,,,,,,,,,
52f87252af59e23b,1,0,4,6,0,0,2,1,1,4,0,0,1,15,24,0,2,15,0,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,
96b62bd56b252bab,1,0,8,12,1,66,7,1,0,7,1,0,0,10,14,0,0,9,0,1,10,0,0,,,,,,,,,,,,,,,,,,,,,,
058c2724dec1add1,1,0,20,41,0,35,9,3,8,19,0,1,0,13,23,0,0,3,4,6,12,0,1,,,,,,,,,,,,,,,,,,,,,,
579b5770129b328a,1,0,30,69,0,0,24,6,0,27,3,0,0,22,75,0,21,10,6,6,20,2,0,,,,,,,,,,,,,,,,,,,,,,
81a18de517a3336a,1,0,11,36,0,0,7,3,1,11,0,0,0,11,22,1,141,8,1,2,6,0,5,,,,,,,,,,,,,,,,,,,,,,
5a2b86570110191b,1,0,11,40,0,0,6,2,3,11,0,0,1,21,40,1,120,19,1,1,13,2,6,,,,,,,,,,,,,,,,,,,,,,
189b9af881b96de6,1,0,19,30,2,109,7,9,3,9,7,3,0,13,22,0,6,9,2,2,9,4,0,,,,,,,,,,,,,,,,,,,,,,
e492dc60d8e44866,1,0,26,50,0,0,20,5,1,22,3,1,0,25,42,1,91,10,8,7,24,1,0,,,,,,,,,,,,,,,,,,,,,,
0366e183296fea07,1,0,33,83,0,16,10,15,8,32,1,0,0,19,53,0,0,10,6,3,18,1,0,,,,,,,,,,,,,,,,,,,,,,
1ed550f094ca7745,1,0,8,18,2,216,7,1,0,4,1,3,0,7,15,0,0,2,1,4,6,0,1,,,,,,,,,,,,,,,,,,,,,,
66f7bb31d24b3b36,1,0,8,15,1,180,4,3,1,2,3,3,0,20,28,0,34,5,12,3,9,11,0,,,,,,,,,,,,,,,,,,,,,,
d0fb381cacbb0446,1,0,4,10,0,1,2,1,1,4,0,0,0,3,5,0,0,0,1,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,
925a36a4af600291,1,0,21,65,0,0,7,3,11,21,0,0,0,7,28,0,0,3,4,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,
8e02bdaac8ed50e5,1,0,10,21,1,61,9,1,0,1,5,4,0,7,8,3,212,3,4,0,2,5,0,,,,,,,,,,,,,,,,,,,,,,
1ff520024da5b3b2,1,2,26,44,0,9,24,1,1,15,4,7,0,5,8,0,7,4,1,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,
a57969d4ba7d4a79,1,1,24,52,0,10,20,3,1,19,2,3,0,9,33,0,70,5,3,1,6,3,0,,,,,,,,,,,,,,,,,,,,,,
47b1cd4e3e2595f8,1,0,5,11,0,7,3,1,1,5,0,0,0,16,29,0,121,8,3,5,9,4,3,,,,,,,,,,,,,,,,,,,,,,
b0d06858fb725654,1,0,20,55,0,70,6,10,4,13,7,0,0,21,44,0,7,14,6,1,16,5,0,,,,,,,,,,,,,,,,,,,,,,
dd6dbe644f599795,1,0,2,3,3,285,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,
f6fd50bf69bb59e6,1,0,39,62,0,3,27,3,9,38,1,0,0,25,63,1,42,9,10,6,22,2,1,,,,,,,,,,,,,,,,,,,,,,
3d35f25d9792a69a,1,0,6,11,3,85,4,0,2,6,0,0,0,46,51,2,99,43,2,1,3,37,6,,,,,,,,,,,,,,,,,,,,,,
2dbf9d8d6915711e,1,0,6,12,4,248,3,2,1,5,1,0,0,1,4,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
a1029686c3f1bead,1,0,7,19,0,78,1,6,0,3,4,0,0,19,27,0,78,8,4,7,12,7,0,,,,,,,,,,,,,,,,,,,,,,
e600b78e5a652dc0,1,0,15,26,0,25,6,3,6,12,3,0,0,9,30,1,150,5,4,0,6,3,0,,,,,,,,,,,,,,,,,,,,,,
1c84dafe38694c05,1,0,0,2,1,251,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
7503d5c892f238fb,1,0,22,35,1,144,18,3,1,15,7,0,0,23,46,0,0,18,0,5,21,1,1,,,,,,,,,,,,,,,,,,,,,,
e57bfadb506e4f51,1,0,16,36,1,53,5,2,9,14,0,2,0,13,23,0,5,6,1,6,13,0,0,,,,,,,,,,,,,,,,,,,,,,
dd456668731bd52a,1,0,11,36,0,0,2,1,8,11,0,0,0,11,22,1,67,8,1,2,8,0,3,,,,,,,,,,,,,,,,,,,,,,
8e4024cb49c963f2,1,0,13,29,1,123,8,1,4,8,0,5,0,19,23,0,79,5,5,9,13,0,6,,,,,,,,,,,,,,,,,,,,,,
d439374c1fc95581,1,0,12,27,1,84,3,4,5,6,6,0,0,24,41,0,41,10,10,4,14,9,1,,,,,,,,,,,,,,,,,,,,,,
4965d8eab468b839,1,0,26,48,0,32,17,9,0,15,11,0,0,25,47,0,64,12,10,3,16,9,0,,,,,,,,,,,,,,,,,,,,,,
ebefe958473b3843,1,0,11,28,0,1,3,8,0,7,4,0,0,10,21,2,99,6,1,3,8,0,2,,,,,,,,,,,,,,,,,,,,,,
74b8a36293758342,1,0,12,21,0,128,5,1,6,10,2,0,0,11,29,0,4,9,2,0,11,0,0,,,,,,,,,,,,,,,,,,,,,,
4dd2bcd2b025204e,1,0,24,30,1,241,19,4,1,1,2,21,0,10,12,1,32,6,4,0,1,3,6,,,,,,,,,,,,,,,,,,,,,,
a5d2f0fed3ce2899,1,1,14,23,0,3,6,1,7,14,0,0,0,14,39,0,0,6,1,7,14,0,0,,,,,,,,,,,,,,,,,,,,,,
