fold,ridge,Kmin_lo,Kmin_hi,Kmax_lo,Kmax_hi,beta_bound,val_logloss,val_brier,val_acc,params,success
1,0.01,6.0,20.0,32.0,96.0,2.5,0.7171649869579674,0.49605434892822103,0.5919028340080972,"[0.4601986608502499, 9.077142677724039, 96.0, 0.013197539763340965, 2.479161273744028, -2.5, 2.2779888858289157, 2.5, 2.5, -0.7297949212726568, 1.3269524849587258, 0.20396247927197342, 2.442287794898417, -2.5, -0.04059921706179804, -0.2660775191624919, -0.1635485723287696, -0.0699182606553295]",True
1,0.001,8.0,24.0,40.0,128.0,2.0,0.7173352009727895,0.49624433246727073,0.5805668016194332,"[0.7948680547933238, 18.02890573537332, 107.00915450710275, 0.013172111461433112, 0.5290832061407771, -0.7680069724862141, 1.174754479039819, 2.0, 2.0, -0.8542192766450146, 1.8324994592832693, 0.28613830112022215, 1.0160186777793478, -2.0, -0.10080563832342156, -0.15990817209323288, 0.12147808980766107, 0.22243372718795293]",True
1,0.01,8.0,24.0,40.0,128.0,2.5,0.7174012676384788,0.49627586530054185,0.5870445344129555,"[0.46302419798450595, 12.531289515580651, 128.0, 0.013403086070218662, 1.6753043994775079, -2.5, 2.136842453529171, 2.5, 2.4424801816540573, -0.813472309464918, 1.9980848307393833, 0.5254887262843272, 1.2412653723513285, -2.5, -1.9128926560229393, 0.6047709271169314, 2.2766986568463525, 2.289717680661586]",True
1,0.01,8.0,24.0,40.0,128.0,2.0,0.7174769267573519,0.4963582067507675,0.5854251012145749,"[0.7465604437003669, 15.034933874177693, 115.89483704139133, 0.01279610714138749, 1.6552354655057155, -1.9786404330027458, 1.8835914986704505, 2.0, 2.0, -0.5295877044938032, 1.3729339170621546, -0.22902785748058338, 1.2372492163294495, -2.0, 0.0668562199914571, -0.12290889466764417, 0.05276723584179481, -0.1371522610595826]",True
1,0.001,6.0,20.0,32.0,96.0,2.0,0.7176251586844463,0.4965182736931967,0.582995951417004,"[0.4601986608502499, 18.384610929371416, 96.0, 0.013223146677829152, 0.17264141819064174, -0.047153129759523224, 0.8910977445610457, 2.0, 2.0, -0.5642118106115545, 1.9092820077519084, -1.0327643125015853, 2.0, -2.0, -0.0052966277970498445, -0.03951348895922446, -0.01868593615868258, -0.009571200636231245]",True
1,0.003,6.0,20.0,32.0,96.0,2.0,0.7179597497274903,0.49682616161182785,0.5838056680161944,"[0.7465604437003669, 12.17992198132294, 87.30371303374231, 0.013124644872932047, 0.6259606423690002, 0.05091997561397126, 0.8605656179646439, 2.0, 2.0, -0.6896545117684675, 1.612651966454239, 0.12372078603499986, 0.38130150365502014, -0.31356848457812325, 0.09032961016200813, -0.16611154587589705, 0.07124047933354496, -0.18538357800734606]",True
1,0.003,6.0,20.0,32.0,96.0,2.5,0.7180005440890068,0.4968612121702885,0.5910931174089069,"[0.16692935480192447, 19.93210591843453, 96.0, 0.013168484812108383, 2.3019706964044433, -2.5, 2.2506488792916874, 2.5, 2.5, -0.7802917495133065, 1.4242922594978216, 2.5, 0.07594807746168736, -2.5, 1.497353742589225, 2.3266396545435017, -0.027680956604192952, -1.880222296516017]",True
1,0.003,4.0,16.0,28.0,72.0,2.5,0.7180982361340785,0.4969704251269032,0.5821862348178137,"[0.4601986608502499, 4.0, 72.0, 0.013197535405487898, -0.14407227472621809, 2.0759135657100494, 0.24675219714013194, 2.5, 2.5, -0.5359286893127266, 2.4998584730161872, -1.0473790847693736, 2.4513334380553955, -2.5, 0.11134834482704997, 0.687598837044106, 0.421742689180108, 0.17952189110663574]",True
1,0.01,6.0,20.0,32.0,96.0,2.0,0.7182002591559992,0.4970464352241101,0.582995951417004,"[0.4515406480166276, 12.492303163893006, 96.0, 0.013207516370356217, 1.053702243676716, -1.4363340974513463, 1.4292125615126652, 2.0, 2.0, -0.3194451791837998, 1.954342781469763, 1.7884298576521118, -0.32579067785506977, -1.2762669734380703, 0.8911628556766488, 0.19637558316157397, 0.9083515107663905, 0.32458361151378823]",True
1,0.01,4.0,16.0,28.0,72.0,2.5,0.7183921269404615,0.4972276839759529,0.5854251012145749,"[0.4515406480166276, 10.638831260193477, 72.0, 0.013108518738665415, 1.2883932554278112, -1.1419476946871496, 1.6897717087324993, 2.5, 1.818674744808331, -0.5032278535410403, 2.0414114893715745, -0.415979742272975, 2.110335304728436, 0.5270059917203481, 0.32276655073528804, 0.0701185099164961, 0.3279869998419868, 0.11615707400562225]",True
1,0.003,8.0,24.0,40.0,128.0,2.0,0.7184021118511381,0.4972447985901859,0.5878542510121457,"[0.7465604437003669, 15.063005005193062, 115.65915619287875, 0.013206153942610318, 0.5022924310695478, -0.722365042803781, 1.28525973690341, 2.0, 1.9999978296352403, -0.41850847155150944, 1.6347050456459418, -0.4256126494769612, 0.15884487897214772, -0.3198625578081846, 0.09042813752067333, -0.16620316903308027, 0.07143477823670388, -0.1854416316883774]",True
1,0.01,4.0,16.0,28.0,72.0,2.0,0.7185276475492062,0.4973623273908076,0.5821862348178137,"[0.4601986608502499, 15.999488115143398, 72.0, 0.013117402179264761, 1.1258267324850337, -1.210959240665539, 1.4478616698808617, 2.0, 2.0, -0.6326041936234209, 1.9706998831323945, 0.11724007785711654, 1.639939266981896, -2.0, -0.17561388245920725, -1.0775566640567846, -0.6648325989568422, -0.2849730790024846]",True
1,0.001,4.0,16.0,28.0,72.0,2.5,0.7185947793109673,0.4974363717900961,0.5773279352226721,"[0.7948680547933238, 12.609875249291152, 71.80904353031033, 0.01356642951321837, 1.5030844708766207, -2.5, 2.1910579959384764, 2.5, 2.5, -2.4421116855162324, 2.497543020611675, 2.5, 1.8942703661733236, 0.4526649252703918, -0.08472039735410952, -0.1344385517958227, 0.10148237399017031, 0.18647320009999444]",True
1,0.003,4.0,16.0,28.0,72.0,2.0,0.7186815465631389,0.4975256885068978,0.5781376518218624,"[0.46302419798450595, 11.071837710218682, 72.0, 0.013119441834219377, 0.2706127350765797, 1.3107238550071578, 0.518816069219228, 2.0, 2.0, -0.35219128858735255, 1.9999764053548326, 0.5177466099219613, 0.36533943223861415, 0.10962040812935099, 0.08302502852279305, -0.018862776553970707, -0.12440892416756985, -0.11055156835198257]",True
1,0.001,8.0,24.0,40.0,128.0,2.5,0.7201353507727593,0.4989881450675473,0.5643724696356275,"[0.09961873370701484, 13.610137654578903, 89.9447312381418, 0.01350109031895456, 2.4830510057204367, 1.3501399744288056, 1.512565337126145, 2.437369415173197, 2.5, -0.023035662141323927, -0.4576574062936237, 0.8875816197964868, -1.0180494510909546, 2.423384313792175, -0.0481464797863515, 0.0006787702807992703, 0.04859547422483368, 0.04541727373245331]",True
1,0.001,6.0,20.0,32.0,96.0,2.5,0.7206728084259757,0.49940834103848064,0.5732793522267207,"[0.46302419798450595, 13.844610312279206, 69.58119141001617, 0.01320488478492477, 1.8610368947384899, 2.499329446934214, 2.5, 2.5, -1.7643113447318857, 2.5, 2.5, -0.03730246316222806, 2.5, 0.23056900623588775, 0.12139548710561739, -0.026216755688864456, -0.18041705886760195, -0.1594280322902312]",True
1,0.001,4.0,16.0,28.0,72.0,2.0,0.7207312591541127,0.49954169222718325,0.5732793522267207,"[0.46302419798450595, 10.902001661475909, 72.0, 0.013166230622938813, 1.9843751307287851, 2.0, 1.9999794574440897, 2.0, 1.2417011351635385, -0.5598212673098685, 2.0, -1.5106101000777516, -1.4227298051018848, 0.05991565323714022, 0.18131670244925002, -0.04051990830210177, -0.26970486092312745, -0.2396039668543838]",True
1,0.003,8.0,24.0,40.0,128.0,2.5,0.7210161639750516,0.49982188245799153,0.5651821862348179,"[0.7465604437003669, 15.035148922173226, 115.56427779826389, 0.013276450458948494, 0.08359340201564765, 0.18031913333265032, 0.4094864406633688, -0.14173658454950666, 0.40408030938769596, -0.13111447506849208, 0.5599233929924032, 0.17089475357964476, 0.0771739670649877, 0.25575855169050626, 0.09339973637766617, -0.17167442625030113, 0.07367033283622702, -0.1915701291330987]",True
