fold,ridge,Kmin_lo,Kmin_hi,Kmax_lo,Kmax_hi,beta_bound,val_logloss,val_brier,val_acc,params,success
2,0.001,4.0,16.0,28.0,72.0,2.0,0.7210404955942249,0.5024500163827706,0.5489878542510122,"[0.46302419798450595, 8.955350280584303, 72.0, 0.013105107150005955, 0.08851916336681208, 1.7867409087174322, 0.586972900015849, 2.0, 2.0, -0.7084449356225653, 0.9478094795049368, -0.6414371469965706, 2.0, -2.0, 0.12343107108323932, -0.02916586693269852, -0.18512847401146632, -0.16258418790673326]",True
2,0.01,4.0,16.0,28.0,72.0,2.0,0.7211335189400812,0.5025412390427871,0.5465587044534413,"[0.14306267095029648, 4.0, 72.0, 0.013072526232737667, 0.7535179284422295, 0.6282908684204667, 1.1131842822330675, 2.0, 2.0, -0.6762063961846423, 0.8336210952309856, 0.3329765454826295, 1.444269891926759, -0.8622670387681356, -0.2737159377864672, 0.6565656615726205, 1.4147331339920162, -0.18107374366358]",True
2,0.003,4.0,16.0,28.0,72.0,2.0,0.7211343844819001,0.5025421673338547,0.5433198380566802,"[0.4515406480166276, 6.5137960911513515, 72.0, 0.013146069894325279, 0.5748226239509209, 0.4227528126209464, 1.1840519313893094, 2.0, 2.0, -0.7914095264105312, 1.2580081885859689, -0.030452733519690203, 2.0, -0.09965572392471608, -0.23334350555662342, -0.049863110239628264, -0.23759370829618634, -0.08322954296872637]",True
2,0.01,4.0,16.0,28.0,72.0,2.5,0.7211678076060329,0.5025683485318763,0.5497975708502024,"[0.10106653670887704, 6.812105342028638, 72.0, 0.013193626319060073, 0.013925715896057103, 2.487737189972275, 0.5353217576415484, 2.5, 2.5, -0.799764649973043, 0.9417278340599818, -1.209096882511378, 2.5, -2.5, 0.08386231957969932, -0.002211567604347607, -0.08717721878853688, -0.0823954580855318]",True
2,0.001,4.0,16.0,28.0,72.0,2.5,0.7214022661478824,0.5028085725030552,0.5465587044534413,"[0.46302419798450595, 7.505135918748594, 72.0, 0.012937238064668748, 0.8624735854290801, 1.1968420084489715, 1.2110763120808155, 2.5, 2.5, -0.4907516521053841, 0.7351299194354485, -0.5921650303876572, 2.5, -2.5, 0.1485593979121258, -0.032720650316190626, -0.21991849650169, -0.19597967350270587]",True
2,0.003,4.0,16.0,28.0,72.0,2.5,0.7217031173698075,0.5030912837120027,0.5481781376518219,"[0.16692935480192447, 4.0, 72.0, 0.013112652072025818, 2.5, -1.6790686930941225, 2.4686849730834486, 2.5, 2.5, -0.8162476646836766, 0.42488680222238384, 0.6631971914827023, 2.5, -2.160397550776335, 0.14603458857222135, 0.3189845408733802, -0.7369974253903296, -0.15966738525308366]",True
2,0.01,6.0,20.0,32.0,96.0,2.5,0.7217828444597216,0.503139997227938,0.5344129554655871,"[0.10831864667485519, 7.325788675712589, 96.0, 0.013224263711111232, 0.6698889272356939, 0.12851544309244808, 1.611199167842233, 2.5, 1.8230112288518445, -0.6378839374360731, 0.7831499564128996, 1.176516510525697, 0.6260157453752633, -2.0343137945435097, 0.6117309196144755, -0.01697552426686732, -0.6284921824227179, -0.5903361681551553]",True
2,0.003,6.0,20.0,32.0,96.0,2.0,0.7220977547663764,0.5034631952883866,0.5481781376518219,"[0.14306267095029648, 6.0, 96.0, 0.013084705370487452, 0.5019922381231088, 0.4263807367881798, 1.15883725353115, 2.0, 2.0, -0.6732560783697482, 0.9455055263280917, -0.6926473095551177, 2.0, -2.0, -0.45650445218503866, 1.04376883093771, 0.86205231279248, -0.28981446504215097]",True
2,0.01,6.0,20.0,32.0,96.0,2.0,0.7221445759763885,0.5034996671169205,0.5473684210526316,"[0.46302419798450595, 10.713620198160601, 96.0, 0.013217440670112114, 1.3938479896764178, -1.4482845854507447, 1.999999239150513, 2.0, 2.0, -0.7428695768078285, 0.7922344496930698, 0.5828198336518805, 2.0, -0.7754890744279622, -0.8588759364037583, 0.19498870290339543, 1.2838031011601374, 1.1408387170784884]",True
2,0.001,6.0,20.0,32.0,96.0,2.5,0.7223297885507138,0.5036753078380565,0.5489878542510122,"[0.4515406480166276, 6.0, 96.0, 0.013142582715701191, 0.6561645941353, 0.8179145969028151, 1.30445091681944, 2.5, 2.5, -0.7351046885845411, 0.7008393232911334, -0.5549560849565033, 2.5, -2.5, 0.9099457741435149, 0.1720567431126717, 0.8736475269379783, 0.44342158044229313]",True
2,0.001,6.0,20.0,32.0,96.0,2.0,0.7224402856978692,0.5037837064539483,0.551417004048583,"[0.16692935480192447, 6.0, 96.0, 0.013218720953979204, 1.6576460775225417, -1.3948990290877308, 2.0, 2.0, 2.0, -0.705778275867894, 0.8263754918950478, 0.11111377553921709, 2.0, -2.0, 0.03777409187761905, 0.08191656781871555, -0.18843119091784363, -0.0399565917818884]",True
2,0.003,6.0,20.0,32.0,96.0,2.5,0.7226074221277837,0.5039482553373293,0.5481781376518219,"[0.7465604437003669, 12.2512192722275, 87.05486683504326, 0.013204695580528959, 0.9616762523343978, 0.8066045236462126, 0.7224695638072235, 2.5, 2.415548809114805, -0.5085508208214682, 1.7585069115371847, 0.6166897226788892, 1.0545903366089056, 0.3664074491657355, 0.09282308979643306, -0.17055746585665066, 0.07321160567544051, -0.19033408346006678]",True
2,0.003,8.0,24.0,40.0,128.0,2.0,0.7227983932545504,0.5041132679848837,0.5441295546558704,"[0.7465604437003669, 15.050755790591502, 115.60355375213521, 0.01324516205519079, -0.008566452177277833, 0.07981377438781276, 1.126742425536, 2.0, 1.6678172376068978, -0.6570264191998791, 0.9955787237478834, 0.38508770185159014, 1.1021347261788133, 0.2355060265938191, 0.09272936538443106, -0.17039612587663552, 0.07312528388612084, -0.19013671617331793]",True
2,0.001,8.0,24.0,40.0,128.0,2.5,0.722838636234645,0.5041619199717807,0.5449392712550607,"[0.7948680547933238, 18.07141347306323, 106.7231751423319, 0.013236717437252356, 0.2156569110815004, -0.07109246790905191, 1.411660051729411, 2.5, 2.4999628609982967, -0.9892177359410774, 1.5051477271907012, 0.01586497026904384, 1.1550265330016667, 0.05041242037830024, -0.10209778484789393, -0.16220921644103528, 0.12276687678847292, 0.22501468985113737]",True
2,0.003,8.0,24.0,40.0,128.0,2.5,0.7228818240897602,0.5041542535480802,0.5546558704453441,"[0.16692935480192447, 11.699921399311648, 128.0, 0.013220466221667263, 0.907410712829272, -1.369525371261732, 2.2165354324478277, 2.5, 1.3607279092215994, -0.4780925037427472, 0.6344463232388768, -0.09226573916024543, 2.5, -1.3888681848001017, 0.09530798655989794, 0.20112305661789834, -0.4465017110033034, -0.09381170662162172]",True
2,0.001,8.0,24.0,40.0,128.0,2.0,0.7239313756638583,0.5052230878450312,0.5473684210526316,"[0.7465604437003669, 15.070481769839677, 115.60542335671948, 0.013254744911099906, -0.08926428257408892, -0.14782448383947622, 0.9863709299932018, 2.0, 2.0, -0.4819438259757793, 1.6000936251978028, 0.5085104350081142, 1.4882969793073868, 0.3624885252117847, 0.09319152600219703, -0.17128175146339872, 0.07349617615199787, -0.19112101977012488]",True
2,0.01,8.0,24.0,40.0,128.0,2.0,0.7240923496405941,0.5053310246017827,0.5481781376518219,"[0.46302419798450595, 8.0, 124.64905736700503, 0.01327858538943641, 1.2671283488496683, -1.720293454558371, 2.0, 2.0, 1.9991298422003567, -0.8195142872792284, 0.9408357459135709, -0.03853753509129084, 2.0, -1.580548087066846, -1.6981878868722977, 0.41638202326652257, 1.8007674724482419, 1.764858667251073]",True
2,0.01,8.0,24.0,40.0,128.0,2.5,0.7244483661557488,0.505639617954223,0.5522267206477732,"[0.16692935480192447, 8.0, 124.26629784572538, 0.013344562455796578, 1.8241850467394911, -1.9143383413224608, 2.4940602902881324, 2.5, 2.4930833368286236, -0.8011825379008777, 0.7625620029669764, -0.009063057673041112, 2.5, -2.4998899823948837, -1.31894251635455, -2.307172758013916, 2.438176864028556, 1.4033650976261047]",True
