fighter_name,url,http_ok,http_error,html_bytes,anti_bot_hit,table_found,event_headers,headers_skipped_unconfirmed,headers_skipped_future,headers_with_dates,main_rows_total,matched_rows,fights_yielded,name_match_example,last_header_date_example,missing_closing_both,missing_closing_one_side,open_missing_count,reason_if_empty
Nick Agallar,https://www.bestfightodds.com/fighters/Nick-Agallar-102,yes,,12240,maybe,yes,1,0,0,1,1,0,0,nick agallar +260 +270 ... +270 +2.7% ▲ bellator fighting championship 1,Apr 3rd 2009,0,0,0,NAME_NEVER_FOUND
Mostapha Al-Turk,https://www.bestfightodds.com/fighters/Mostapha-Al-Turk-797,yes,,18212,maybe,yes,5,0,0,5,5,0,0,mostapha al-turk +240 +205 ... +205 -11.5% ▼ ufc 112: invincible,Mar 8th 2008,0,0,0,NAME_NEVER_FOUND
Nick Aguirre,https://www.bestfightodds.com/fighters/Nick-Aguirre-15050,yes,,13774,maybe,yes,2,0,0,2,2,0,0,nick aguirre +350 +460 ... +600 +29.2% ▲ ufc,Jan 14th 2023,0,0,0,NAME_NEVER_FOUND
Ricardo Abreu,https://www.bestfightodds.com/fighters/Ricardo-Abreu-4926,yes,,13955,maybe,yes,2,0,0,2,2,0,0,ricardo abreu -210 -200 ... -175 +3.6% ▲ ufc fight night 68: henderson vs. boetsch,May 31st 2014,0,0,0,NAME_NEVER_FOUND
Mansur Abdul-Malik,https://www.bestfightodds.com/fighters/Mansur-Abdul-Malik-12720,yes,,19546,maybe,yes,6,0,0,6,6,0,0,mansur abdul-malik -549 -1050 ... -800 -7.1% ▼ ufc fight night,Oct 23rd 2021,0,0,0,NAME_NEVER_FOUND
Razak Al-Hassan,https://www.bestfightodds.com/fighters/Razak-Al-Hassan-5591,yes,,13168,maybe,yes,2,0,0,2,2,0,0,razak al-hassan -265 -265 ... -265 0% ufc 218: holloway vs. aldo 2,May 15th 2015,0,0,0,NAME_NEVER_FOUND
Juan Adams,https://www.bestfightodds.com/fighters/Juan-Adams-7702,yes,,30728,maybe,yes,13,0,0,13,13,0,0,juan adams -245 -400 ... -400 -12.7% ▼ fury fc 78,Feb 8th 2020,0,0,0,NAME_NEVER_FOUND
Danny Abbadi,https://www.bestfightodds.com/fighters/Danny-Abbadi-1276,yes,,11582,maybe,yes,1,0,0,1,1,0,0,danny abbadi n/a fight force: ultimate chaos,Jun 27th 2009,0,0,0,NAME_NEVER_FOUND
Hector Aldana,https://www.bestfightodds.com/fighters/Hector-Aldana-8244,yes,,15550,maybe,yes,3,0,0,3,3,0,0,hector aldana +170 +200 ... +210 +11.8% ▲ ufc on espn+ 19: joanna vs. waterson,Jun 23rd 2018,0,0,0,NAME_NEVER_FOUND
Abdul-Kareem Al-Selwady,https://www.bestfightodds.com/fighters/Abdul-Kareem-Al-Selwady-10295,yes,,23192,maybe,yes,9,0,0,9,9,0,0,abdul-kareem al-selwady -250 -250 ... -250 ufc,Aug 28th 2020,0,0,0,NAME_NEVER_FOUND
Papy Abedi,https://www.bestfightodds.com/fighters/Papy-Abedi-2698,yes,,19810,maybe,yes,6,0,0,6,6,0,0,papy abedi +110 -105 ... -105 -7.6% ▼ superior challenge 15,Nov 5th 2011,0,0,0,NAME_NEVER_FOUND
Hamdy Abdelwahab,https://www.bestfightodds.com/fighters/Hamdy-Abdelwahab-14137,yes,,15376,maybe,yes,3,0,0,3,3,0,0,hamdy abdelwahab -150 -180 ... -163 -4.7% ▼ ufc fight night,Jul 30th 2022,0,0,0,NAME_NEVER_FOUND
Daichi Abe,https://www.bestfightodds.com/fighters/Daichi-Abe-7450,yes,,23867,maybe,yes,10,0,0,10,10,0,0,daichi abe +120 +120 ... +120 rise,Oct 26th 2018,0,0,0,NAME_NEVER_FOUND
Christian Aguilera,https://www.bestfightodds.com/fighters/Christian-Aguilera-5456,yes,,23219,maybe,yes,9,0,0,9,9,0,0,christian aguilera +285 +345 ... +360 +14.8% ▲ ufc on espn+ 33: smith vs. rakic,Feb 6th 2015,0,0,0,NAME_NEVER_FOUND
Aleksandra Albu,https://www.bestfightodds.com/fighters/Aleksandra-Albu-5539,yes,,12384,maybe,yes,1,0,0,1,1,0,0,aleksandra albu -125 -225 ... -220 -24.3% ▼ ufc fight night 64: gonzaga vs. cro cop ii,Apr 11th 2015,0,0,0,NAME_NEVER_FOUND
Kevin Aguilar,https://www.bestfightodds.com/fighters/Kevin-Aguilar-2365,yes,,35356,maybe,yes,17,0,0,17,17,0,0,kevin aguilar -110 +100 ... +120 +8.7% ▲ ufc 262: oliveira vs. chandler,Mar 12th 2011,0,0,0,NAME_NEVER_FOUND
Zarrukh Adashev,https://www.bestfightodds.com/fighters/Zarrukh-Adashev-8577,yes,,21153,maybe,yes,8,0,0,8,8,0,0,zarrukh adashev +240 +160 ... +195 -22.7% ▼ ufc fight night 211,Oct 13th 2018,0,0,0,NAME_NEVER_FOUND
Irina Alekseeva,https://www.bestfightodds.com/fighters/Irina-Alekseeva-12710,yes,,16879,maybe,yes,4,0,0,4,4,0,0,irina alekseeva -188 -278 ... -245 -11.7% ▼ ufc fight night,Oct 23rd 2021,0,0,0,NAME_NEVER_FOUND
Rostem Akman,https://www.bestfightodds.com/fighters/Rostem-Akman-9154,yes,,16397,maybe,yes,4,0,0,4,4,0,0,rostem akman +185 +300 ... +385 +37.1% ▲ ufc 243: whittaker vs. adesanya,May 11th 2019,0,0,0,NAME_NEVER_FOUND
Jessica Aguilar,https://www.bestfightodds.com/fighters/Jessica-Aguilar-1168,yes,,33875,maybe,yes,17,0,0,17,17,0,0,jessica aguilar +173 +150 ... +185 -1.9% ▼ rizin 37,Jun 19th 2009,0,0,0,NAME_NEVER_FOUND
Junior Albini,https://www.bestfightodds.com/fighters/Junior-Albini-7253,yes,,18749,maybe,yes,5,0,0,5,5,0,0,junior albini +115 -111 ... +105 -7.5% ▼ ufc on espn 3: ngannou vs. dos santos,Jul 22nd 2017,0,0,0,NAME_NEVER_FOUND
Klidson Abreu,https://www.bestfightodds.com/fighters/Klidson-Abreu-9184,yes,,20200,maybe,yes,6,0,0,6,6,0,0,klidson abreu +240 +365 ... +800 +46.6% ▲ pfl week 5,May 30th 2020,0,0,0,NAME_NEVER_FOUND
Jesus Aguilar,https://www.bestfightodds.com/fighters/Jesus-Aguilar-14733,yes,,15993,maybe,yes,4,0,1,4,3,0,0,jesus aguilar +250 +350 ... +460 +34.3% ▲ ufc,Jan 14th 2023,0,0,0,NAME_NEVER_FOUND
John Albert,https://www.bestfightodds.com/fighters/John-Albert-3067,yes,,18499,maybe,yes,5,0,0,5,5,0,0,john albert -175 -225 ... -220 -8.5% ▼ ufc on fox 8: johnson vs. moraga,Dec 3rd 2011,0,0,0,NAME_NEVER_FOUND
Omari Akhmedov,https://www.bestfightodds.com/fighters/Omari-Akhmedov-4414,yes,,42534,maybe,yes,20,0,0,20,20,0,0,omari akhmedov -115 +150 ... +175 +29.2% ▲ pfl championships 2022,Nov 9th 2013,0,0,0,NAME_NEVER_FOUND
Ildemar Alcantara,https://www.bestfightodds.com/fighters/Ildemar-Alcantara-3820,yes,,24194,maybe,yes,9,0,0,9,9,0,0,ildemar alcantara +150 +200 ... +200 +16.7% ▲ shooto brazil boxing,Mar 30th 2018,0,0,0,NAME_NEVER_FOUND
Talita Alencar,https://www.bestfightodds.com/fighters/Talita-Alencar-11655,yes,,19768,maybe,yes,6,0,0,6,6,0,0,talita alencar +110 -115 ... -104 -10.5% ▼ ufc,Jul 2nd 2021,0,0,0,NAME_NEVER_FOUND
Amir Albazi,https://www.bestfightodds.com/fighters/Amir-Albazi-7189,yes,,23245,maybe,yes,9,0,0,9,9,0,0,amir albazi +220 +220 ... +220 ufc fight night: albazi vs taira odds,May 19th 2017,0,0,0,NAME_NEVER_FOUND
Mariya Agapova,https://www.bestfightodds.com/fighters/Mariya-Agapova-8477,yes,,26005,maybe,yes,11,0,0,11,11,0,0,mariya agapova +142 +300 ... +340 +41% ▲ ufc fight night,Oct 19th 2018,0,0,0,NAME_NEVER_FOUND
Yoshihiro Akiyama,https://www.bestfightodds.com/fighters/Yoshihiro-Akiyama-311,yes,,30949,maybe,yes,15,0,0,15,15,0,0,yoshihiro akiyama -105 +144 ... +163 +23.1% ▲ one championship,Oct 28th 2007,0,0,0,NAME_NEVER_FOUND
Nurullo Aliev,https://www.bestfightodds.com/fighters/Nurullo-Aliev-11078,yes,,19061,maybe,yes,6,0,0,6,6,0,0,nurullo aliev -500 -500 ... -500 ufc fight night,Apr 10th 2021,0,0,0,NAME_NEVER_FOUND
Houston Alexander,https://www.bestfightodds.com/fighters/Houston-Alexander-133,yes,,32633,maybe,yes,15,0,0,15,15,0,0,houston alexander -135 -125 ... -125 +3.3% ▲ bare knuckle fighting championship 43,Sep 13th 2009,0,0,0,NAME_NEVER_FOUND
John Allan,https://www.bestfightodds.com/fighters/John-Allan-8554,yes,,17864,maybe,yes,5,0,0,5,5,0,0,john allan +110 +100 ... +110 -2.4% ▼ cage warriors,Sep 7th 2018,0,0,0,NAME_NEVER_FOUND
Jim Alers,https://www.bestfightodds.com/fighters/Jim-Alers-3313,yes,,24397,maybe,yes,9,0,0,9,9,0,0,jim alers -270 -135 ... -120 +23.1% ▲ ufc on fox 20: holm vs. shevchenko,May 24th 2012,0,0,0,NAME_NEVER_FOUND
Ben Alloway,https://www.bestfightodds.com/fighters/Ben-Alloway-3113,yes,,19358,maybe,yes,6,0,0,6,6,0,0,ben alloway -150 -210 ... -160 -8.2% ▼ cage warriors 69: super saturday,Feb 11th 2012,0,0,0,NAME_NEVER_FOUND
Marcio Alexandre Junior,https://www.bestfightodds.com/fighters/Marcio-Alexandre-Junior-4923,yes,,12409,maybe,yes,1,0,0,1,1,0,0,marcio alexandre junior +135 +170 ... +185 +15.5% ▲ ufc: the ultimate fighter brazil 3 finale,May 31st 2014,0,0,0,NAME_NEVER_FOUND
Lucas Alexander,https://www.bestfightodds.com/fighters/Lucas-Alexander-15087,yes,,15362,maybe,yes,3,0,0,3,3,0,0,lucas alexander -115 -130 ... -112 -3.1% ▼ ufc,Mar 25th 2023,0,0,0,NAME_NEVER_FOUND
Ali AlQaisi,https://www.bestfightodds.com/fighters/Ali-Alqaisi-10318,yes,,22396,maybe,yes,8,0,0,8,8,0,0,ali alqaisi -120 +110 ... +110 +12.7% ▲ uae warriors,Oct 10th 2020,0,0,0,NAME_NEVER_FOUND
Shamil Abdurakhimov,https://www.bestfightodds.com/fighters/Shamil-Abdurakhimov-6102,yes,,28252,maybe,yes,11,0,0,11,11,0,0,shamil abdurakhimov +600 +650 ... +810 +12.9% ▲ ufc 283,Feb 21st 2016,0,0,0,NAME_NEVER_FOUND
Sarah Alpar,https://www.bestfightodds.com/fighters/Sarah-Alpar-6469,yes,,18624,maybe,yes,5,0,0,5,5,0,0,sarah alpar +155 +275 ... +345 +37.2% ▲ ufc fight night: smith vs. spann,Jun 10th 2016,0,0,0,NAME_NEVER_FOUND
Bekzat Almakhan,https://www.bestfightodds.com/fighters/Bekzat-Almakhan-15004,yes,,15187,maybe,yes,3,0,0,3,3,0,0,bekzat almakhan -188 -163 ... -142 +8.1% ▲ ufc 315,Dec 21st 2022,0,0,0,NAME_NEVER_FOUND
Sultan Aliev,https://www.bestfightodds.com/fighters/Sultan-Aliev-3875,yes,,20349,maybe,yes,6,0,0,6,6,0,0,sultan aliev -130 -125 ... -110 +5.4% ▲ ufc on espn+ 7: overeem vs. oleinik,Feb 14th 2013,0,0,0,NAME_NEVER_FOUND
Ericka Almeida,https://www.bestfightodds.com/fighters/Ericka-Almeida-5633,yes,,13899,maybe,yes,2,0,0,2,2,0,0,ericka almeida -115 -120 ... -115 -1.2% ▼ ufc fight night 76: holohan vs. smolka,May 30th 2015,0,0,0,NAME_NEVER_FOUND
Cesar Almeida,https://www.bestfightodds.com/fighters/Cesar-Almeida-16304,yes,,18402,maybe,yes,5,0,0,5,5,0,0,cesar almeida -250 -275 ... -260 -2% ▼ ufc fight night,Aug 8th 2023,0,0,0,NAME_NEVER_FOUND
Ikram Aliskerov,https://www.bestfightodds.com/fighters/Ikram-Aliskerov-10994,yes,,23335,maybe,yes,9,0,0,9,9,0,0,ikram aliskerov -649 -480 ... -400 +5.7% ▲ ufc,Mar 25th 2021,0,0,0,NAME_NEVER_FOUND
Asu Almabayev,https://www.bestfightodds.com/fighters/Asu-Almabayev-16167,yes,,13938,maybe,yes,2,0,0,2,2,0,0,asu almabayev -218 -250 ... -215 -2.1% ▼ ufc,Aug 5th 2023,0,0,0,NAME_NEVER_FOUND
Lucas Almeida,https://www.bestfightodds.com/fighters/Lucas-Almeida-12571,yes,,22659,maybe,yes,8,0,0,8,8,0,0,lucas almeida +150 +205 ... +215 +19.1% ▲ ufc,Sep 28th 2021,0,0,0,NAME_NEVER_FOUND
Amilcar Alves,https://www.bestfightodds.com/fighters/Amilcar-Alves-1928,yes,,13790,maybe,yes,2,0,0,2,2,0,0,amilcar alves +180 +180 ... +180 0% ufc fight night 23: fight for the troops ii,Aug 28th 2010,0,0,0,NAME_NEVER_FOUND
Bill Algeo,https://www.bestfightodds.com/fighters/Bill-Algeo-9171,yes,,30490,maybe,yes,13,0,0,13,13,0,0,bill algeo -163 -235 ... -215 -12% ▼ ufc fight night,Aug 13th 2020,0,0,0,NAME_NEVER_FOUND
Israel Adesanya,https://www.bestfightodds.com/fighters/Israel-Adesanya-7845,yes,,45624,maybe,yes,23,3,0,21,18,0,0,israel adesanya -215 -180 ... -155 +8.8% ▲ ufc,Feb 10th 2018,0,0,0,NAME_NEVER_FOUND
JJ Aldrich,https://www.bestfightodds.com/fighters/Jj-Aldrich-12276,yes,,23158,maybe,yes,8,0,0,8,8,0,0,jj aldrich -190 -182 ... -170 +2.9% ▲ ufc,Aug 28th 2021,0,0,0,NAME_NEVER_FOUND
Alex Andrade,https://www.bestfightodds.com/fighters/Alex-Andrade-186,yes,,15361,maybe,yes,4,0,0,4,4,0,0,alex andrade +150 +120 ... +160 -4.2% ▼ bfs 5,Apr 17th 2009,0,0,0,NAME_NEVER_FOUND
Irene Aldana,https://www.bestfightodds.com/fighters/Irene-Aldana-5093,yes,,41960,maybe,yes,20,0,0,20,20,0,0,irene aldana -110 -112 ... +115 +6.4% ▲ ufc,Sep 6th 2014,0,0,0,NAME_NEVER_FOUND
Alen Amedovski,https://www.bestfightodds.com/fighters/Alen-Amedovski-8432,yes,,20534,maybe,yes,7,0,0,7,7,0,0,alen amedovski +250 +375 ... +450 +29.6% ▲ ufc fight night 211,Jul 14th 2018,0,0,0,NAME_NEVER_FOUND
Rafael Alves,https://www.bestfightodds.com/fighters/Rafael-Alves-8132,yes,,26094,maybe,yes,11,0,0,11,11,0,0,rafael alves -400 -549 ... -549 -5.7% ▼ karate combat,Sep 4th 2021,0,0,0,NAME_NEVER_FOUND
Adlan Amagov,https://www.bestfightodds.com/fighters/Adlan-Amagov-2911,yes,,20243,maybe,yes,6,0,0,6,6,0,0,adlan amagov -140 -210 ... -190 -14.3% ▼ ufc 166: velasquez vs. dos santos iii,Jul 22nd 2011,0,0,0,NAME_NEVER_FOUND
Hyder Amil,https://www.bestfightodds.com/fighters/Hyder-Amil-8178,yes,,25307,maybe,yes,11,0,0,11,11,0,0,hyder amil +105 +100 ... +116 +1.9% ▲ ufc,May 12th 2018,0,0,0,NAME_NEVER_FOUND
Victor Altamirano,https://www.bestfightodds.com/fighters/Victor-Altamirano-9662,yes,,27433,maybe,yes,12,0,0,12,12,0,0,victor altamirano +105 -132 ... -120 -13.5% ▼ ufc,Oct 30th 2019,0,0,0,NAME_NEVER_FOUND
Reese Andy,https://www.bestfightodds.com/fighters/Reese-Andy-771,yes,,13738,maybe,yes,2,0,0,2,2,0,0,reese andy +315 +325 ... +325 +2.4% ▲ ufc 92: the ultimate 2008,Jul 19th 2008,0,0,0,NAME_NEVER_FOUND
John Alessio,https://www.bestfightodds.com/fighters/John-Alessio-202,yes,,34135,maybe,yes,19,0,0,19,19,0,0,john alessio +170 +200 ... +205 +10.9% ▲ bellator 139: kongo vs. volkov,Sep 5th 2007,0,0,0,NAME_NEVER_FOUND
Collin Anglin,https://www.bestfightodds.com/fighters/Collin-Anglin-9539,yes,,21148,maybe,yes,8,0,0,8,8,0,0,collin anglin -145 -145 ... -145 cffc,Sep 25th 2019,0,0,0,NAME_NEVER_FOUND
Jailton Almeida,https://www.bestfightodds.com/fighters/Jailton-Almeida-12427,yes,,28245,maybe,yes,12,0,0,12,12,0,0,jailton almeida -230 -550 ... -435 -18.3% ▼ ufc,Nov 13th 2021,0,0,0,NAME_NEVER_FOUND
Iuri Alcantara,https://www.bestfightodds.com/fighters/Iuri-Alcantara-4878,yes,,28149,maybe,yes,11,0,0,11,11,0,0,iuri alcantara -175 +170 ... +170 +41.8% ▲ ufc fight night 135: gaethje vs. vick,May 31st 2014,0,0,0,NAME_NEVER_FOUND
Jaqueline Amorim,https://www.bestfightodds.com/fighters/Jaqueline-Amorim-10780,yes,,23028,maybe,yes,8,0,0,8,8,0,0,jaqueline amorim -350 -910 ... -800 -15.2% ▼ ufc fight night,Mar 12th 2021,0,0,0,NAME_NEVER_FOUND
Megan Anderson,https://www.bestfightodds.com/fighters/Megan-Anderson-5790,yes,,28177,maybe,yes,11,0,0,11,11,0,0,megan anderson +700 +500 ... +610 -22% ▼ ufc 259: blachowicz vs. adesanya,Feb 29th 2020,0,0,0,NAME_NEVER_FOUND
Thomas Almeida,https://www.bestfightodds.com/fighters/Thomas-Almeida-4574,yes,,29791,maybe,yes,12,0,0,12,12,0,0,thomas almeida -190 -140 ... -134 +11.5% ▲ ufc on espn+ 38: ortega vs. the korean zombie,Dec 6th 2013,0,0,0,NAME_NEVER_FOUND
Azunna Anyanwu,https://www.bestfightodds.com/fighters/Azunna-Anyanwu-2477,yes,,17216,maybe,yes,5,0,0,5,5,0,0,azunna anyanwu +320 +475 ... +575 +33.6% ▲ bellator 233: salter vs. van steenis,May 14th 2011,0,0,0,NAME_NEVER_FOUND
Joel Alvarez,https://www.bestfightodds.com/fighters/Joel-Alvarez-8910,yes,,27205,maybe,yes,11,0,0,11,11,0,0,joel alvarez -275 -600 ... -455 -14.9% ▼ ufc fight night,Jun 17th 2023,0,0,0,NAME_NEVER_FOUND
Arnold Allen,https://www.bestfightodds.com/fighters/Arnold-Allen-4218,yes,,37729,maybe,yes,19,0,0,19,19,0,0,arnold allen -218 -290 ... -250 -6.7% ▼ ufc,Jul 6th 2013,0,0,0,NAME_NEVER_FOUND
Viscardi Andrade,https://www.bestfightodds.com/fighters/Viscardi-Andrade-4195,yes,,18248,maybe,yes,5,0,0,5,5,0,0,viscardi andrade +240 +240 ... +240 rcc,Aug 3rd 2013,0,0,0,NAME_NEVER_FOUND
Ricardo Almeida,https://www.bestfightodds.com/fighters/Ricardo-Almeida-194,yes,,22319,maybe,yes,8,0,0,8,8,0,0,ricardo almeida -195 -150 ... -150 +9.2% ▲ ufc 128: shogun vs. jones,Feb 2nd 2008,0,0,0,NAME_NEVER_FOUND
David Abbott,https://www.bestfightodds.com/fighters/David-Abbott-87,yes,,12237,maybe,yes,1,0,0,1,1,0,0,david abbott +270 +400 ... +400 +26% ▲ elitexc: street certified,Feb 16th 2008,0,0,0,NAME_NEVER_FOUND
Dylan Andrews,https://www.bestfightodds.com/fighters/Dylan-Andrews-4065,yes,,22264,maybe,yes,8,0,0,8,8,0,0,dylan andrews -230 -230 ... -230 acb 76 gold coast: young eagles 23,May 11th 2019,0,0,0,NAME_NEVER_FOUND
Shinsho Anzai,https://www.bestfightodds.com/fighters/Shinsho-Anzai-5076,yes,,20023,maybe,yes,6,0,0,6,6,0,0,shinsho anzai +300 +333 ... +333 +7.6% ▲ rizin,Aug 23rd 2014,0,0,0,NAME_NEVER_FOUND
Alice Ardelean,https://www.bestfightodds.com/fighters/Alice-Ardelean-15320,yes,,16723,maybe,yes,4,0,0,4,4,0,0,alice ardelean +240 +175 ... +180 -22.7% ▼ ufc,Mar 2nd 2023,0,0,0,NAME_NEVER_FOUND
Gadzhimurad Antigulov,https://www.bestfightodds.com/fighters/Gadzhimurad-Antigulov-6682,yes,,20511,maybe,yes,6,0,0,6,6,0,0,gadzhimurad antigulov +170 +250 ... +285 +27% ▲ ufc on espn+ 38: ortega vs. the korean zombie,Nov 19th 2016,0,0,0,NAME_NEVER_FOUND
Brendan Allen,https://www.bestfightodds.com/fighters/Brendan-Allen-6203,yes,,54574,maybe,yes,29,0,0,29,29,0,0,brendan allen -275 -275 ... -265 +0.7% ▲ ufc,Mar 25th 2016,0,0,0,NAME_NEVER_FOUND
Chad Anheliger,https://www.bestfightodds.com/fighters/Chad-Anheliger-12270,yes,,19834,maybe,yes,6,0,0,6,6,0,0,chad anheliger +110 +200 ... +310 +41.7% ▲ ufc fight night,Sep 7th 2021,0,0,0,NAME_NEVER_FOUND
Eddie Alvarez,https://www.bestfightodds.com/fighters/Eddie-Alvarez-91,yes,,59278,maybe,yes,32,0,0,32,32,0,0,eddie alvarez +250 +211 ... +300 +1.7% ▲ bare knuckle fighting championship 56,Jan 25th 2008,0,0,0,NAME_NEVER_FOUND
Igor Araujo,https://www.bestfightodds.com/fighters/Igor-Araujo-4346,yes,,17092,maybe,yes,4,0,0,4,4,0,0,igor araujo +185 +350 ... +375 +38.4% ▲ ufc fight night 71: mir vs. duffee,Oct 9th 2013,0,0,0,NAME_NEVER_FOUND
Dan Argueta,https://www.bestfightodds.com/fighters/Dan-Argueta-14725,yes,,15357,maybe,yes,3,0,0,3,3,0,0,dan argueta +163 +130 ... +143 -10.5% ▼ ufc,Jun 17th 2023,0,0,0,NAME_NEVER_FOUND
Matt Arroyo,https://www.bestfightodds.com/fighters/Matt-Arroyo-411,yes,,15308,maybe,yes,3,0,0,3,3,0,0,matt arroyo -170 -185 ... -185 -3.1% ▼ ufc 94: st-pierre vs penn 2,Dec 8th 2007,0,0,0,NAME_NEVER_FOUND
Khusein Askhabov,https://www.bestfightodds.com/fighters/Khusein-Askhabov-12269,yes,,13125,maybe,yes,2,0,0,2,2,0,0,khusein askhabov -235 -190 ... -160 +10% ▲ ufc fight night 219,Jun 4th 2022,0,0,0,NAME_NEVER_FOUND
Makwan Amirkhani,https://www.bestfightodds.com/fighters/Makwan-Amirkhani-4820,yes,,37284,maybe,yes,17,0,0,17,17,0,0,makwan amirkhani +150 +110 ... +110 -19% ▼ oktagon,Apr 5th 2014,0,0,0,NAME_NEVER_FOUND
Cesar Arzamendia,https://www.bestfightodds.com/fighters/Cesar-Arzamendia-5990,yes,,16653,maybe,yes,4,0,0,4,4,0,0,cesar arzamendia +400 +400 ... +400 ares fc,Nov 21st 2015,0,0,0,NAME_NEVER_FOUND
Akbarh Arreola,https://www.bestfightodds.com/fighters/Akbarh-Arreola-5019,yes,,16960,maybe,yes,4,0,0,4,4,0,0,akbarh arreola +335 +650 ... +675 +43% ▲ ufc 193: rousey vs. holm,Jul 26th 2014,0,0,0,NAME_NEVER_FOUND
Ben Askren,https://www.bestfightodds.com/fighters/Ben-Askren-1760,yes,,39752,maybe,yes,19,0,0,19,19,0,0,ben askren -165 -172 ... -160 +0.2% ▲ ufc on espn+ 20: maia vs. askren,May 30th 2014,0,0,0,NAME_NEVER_FOUND
Warlley Alves,https://www.bestfightodds.com/fighters/Warlley-Alves-4924,yes,,37147,maybe,yes,17,0,0,17,17,0,0,warlley alves +154 +205 ... +280 +25.1% ▲ ufc,May 31st 2014,0,0,0,NAME_NEVER_FOUND
Jose Aldo,https://www.bestfightodds.com/fighters/Jose-Aldo-659,yes,,59837,maybe,yes,32,0,0,32,32,0,0,jose aldo -188 -190 ... -180 +0.7% ▲ ufc,Jun 1st 2008,0,0,0,NAME_NEVER_FOUND
Austin Arnett,https://www.bestfightodds.com/fighters/Austin-Arnett-6233,yes,,19580,maybe,yes,6,0,0,6,6,0,0,austin arnett +195 +300 ... +320 +28.4% ▲ ufc 234: adesanya vs. silva,Mar 4th 2016,0,0,0,NAME_NEVER_FOUND
Garrett Armfield,https://www.bestfightodds.com/fighters/Garrett-Armfield-9084,yes,,26046,maybe,yes,11,0,0,11,11,0,0,garrett armfield +140 +105 ... +116 -13.2% ▼ ufc fight night,May 24th 2019,0,0,0,NAME_NEVER_FOUND
Kai Asakura,https://www.bestfightodds.com/fighters/Kai-Asakura-7765,yes,,31541,maybe,yes,18,0,0,18,18,0,0,kai asakura -333 -335 ... -300 +0.4% ▲ ufc 319,Sep 30th 2018,0,0,0,NAME_NEVER_FOUND
Michael Aswell,https://www.bestfightodds.com/fighters/Michael-Aswell-12369,yes,,25181,maybe,yes,10,0,0,10,10,0,0,michael aswell +275 +410 ... +460 +29.1% ▲ ufc,Sep 5th 2021,0,0,0,NAME_NEVER_FOUND
Aoriqileng,https://www.bestfightodds.com/fighters/Aoriqileng-16506,yes,,13717,maybe,yes,2,0,0,2,2,0,0,aoriqileng +350 +600 ... +660 +39.2% ▲ ufc 306,Oct 7th 2023,0,0,0,NAME_NEVER_FOUND
Corey Anderson,https://www.bestfightodds.com/fighters/Corey-Anderson-5008,yes,,45477,maybe,yes,22,0,0,22,22,0,0,corey anderson -350 -575 ... -430 -7.6% ▼ bellator,Apr 21st 2018,0,0,0,NAME_NEVER_FOUND
Yanal Ashmouz,https://www.bestfightodds.com/fighters/Yanal-Ashmouz-15722,yes,,16051,maybe,yes,4,0,0,4,4,0,0,yanal ashmouz +230 +310 ... +350 +22.5% ▲ ufc 316,Jun 17th 2023,0,0,0,NAME_NEVER_FOUND
Pat Audinwood,https://www.bestfightodds.com/fighters/Pat-Audinwood-1500,yes,,16476,maybe,yes,4,0,0,4,4,0,0,pat audinwood -230 -270 ... -270 -4.7% ▼ legacy fighting championship 10,Jul 31st 2009,0,0,0,NAME_NEVER_FOUND
Askar Askarov,https://www.bestfightodds.com/fighters/Askar-Askarov-8219,yes,,24152,maybe,yes,9,0,0,9,9,0,0,askar askarov -300 +120 ... +120 +39.4% ▲ lfa 138,Jun 4th 2022,0,0,0,NAME_NEVER_FOUND
Antonio Arroyo,https://www.bestfightodds.com/fighters/Antonio-Arroyo-8548,yes,,21246,maybe,yes,7,0,0,7,7,0,0,antonio arroyo -150 -250 ... -250 -19% ▼ karate combat,Aug 24th 2018,0,0,0,NAME_NEVER_FOUND
Chris Avila,https://www.bestfightodds.com/fighters/Chris-Avila-5381,yes,,17308,maybe,yes,6,0,0,6,6,0,0,chris avila +260 +385 ... +425 +28.7% ▲ ufc fight night 98: dos anjos vs. ferguson,Dec 13th 2014,0,0,0,NAME_NEVER_FOUND
Scott Askham,https://www.bestfightodds.com/fighters/Scott-Askham-3766,yes,,34923,maybe,yes,16,0,0,16,16,0,0,scott askham +240 +350 ... +350 +24.4% ▲ oktagon,Dec 8th 2012,0,0,0,NAME_NEVER_FOUND
Rich Attonito,https://www.bestfightodds.com/fighters/Rich-Attonito-1958,yes,,18425,maybe,yes,5,0,0,5,5,0,0,rich attonito -215 -230 ... -230 -2.1% ▼ ufc 140: jones vs. machida,Jun 19th 2010,0,0,0,NAME_NEVER_FOUND
Julio Arce,https://www.bestfightodds.com/fighters/Julio-Arce-7436,yes,,28060,maybe,yes,11,0,0,11,11,0,0,julio arce -560 -667 ... -340 +5% ▲ ufc,Aug 8th 2017,0,0,0,NAME_NEVER_FOUND
Cyril Asker,https://www.bestfightodds.com/fighters/Cyril-Asker-4178,yes,,20070,maybe,yes,6,0,0,6,6,0,0,cyril asker +150 +225 ... +235 +24.2% ▲ ufc 221: romero vs. rockhold,May 25th 2013,0,0,0,NAME_NEVER_FOUND
