fighter_name,url,http_ok,http_error,html_bytes,anti_bot_hit,table_found,event_headers,headers_skipped_unconfirmed,headers_skipped_future,headers_with_dates,main_rows_total,matched_rows,fights_yielded,name_match_example,last_header_date_example,missing_closing_both,missing_closing_one_side,open_missing_count,reason_if_empty
Jimmy Flick,https://www.bestfightodds.com/fighters/Jimmy-Flick-1923,yes,,29456,maybe,yes,14,0,0,14,14,0,0,jimmy flick +200 +130 ... +138 -28.2% ▼ ufc,May 27th 2010,0,0,0,NAME_NEVER_FOUND
Caros Fodor,https://www.bestfightodds.com/fighters/Caros-Fodor-2009,yes,,29309,maybe,yes,14,0,0,14,14,0,0,caros fodor +170 +270 ... +285 +28.6% ▲ pfl: daytona,Sep 13th 2013,0,0,0,NAME_NEVER_FOUND
Patricio Freire,https://www.bestfightodds.com/fighters/Patricio-Freire-1754,yes,,62843,maybe,yes,33,0,0,33,33,0,0,patricio freire +125 +120 ... +138 +2.2% ▲ ufc,Apr 22nd 2010,0,0,0,NAME_NEVER_FOUND
Paul Felder,https://www.bestfightodds.com/fighters/Paul-Felder-5116,yes,,34560,maybe,yes,15,0,0,15,15,0,0,paul felder +140 +175 ... +185 +14.3% ▲ ufc fight night 182: felder vs. dos anjos,Feb 22nd 2020,0,0,0,NAME_NEVER_FOUND
Diego Ferreira,https://www.bestfightodds.com/fighters/Diego-Ferreira-5180,yes,,31161,maybe,yes,13,0,1,13,12,0,0,diego ferreira +240 +195 ... +235 -7.6% ▼ ufc,Feb 18th 2018,0,0,0,NAME_NEVER_FOUND
Deiveson Figueiredo,https://www.bestfightodds.com/fighters/Deiveson-Figueiredo-7514,yes,,39173,maybe,yes,18,0,0,17,17,0,0,deiveson figueiredo +300 +350 ... +400 +15.6% ▲ ufc,Feb 29th 2020,0,0,0,NAME_NEVER_FOUND
Rafael Fiziev,https://www.bestfightodds.com/fighters/Rafael-Fiziev-8258,yes,,29635,maybe,yes,12,0,0,12,12,0,0,rafael fiziev -130 +105 ... +124 +18.5% ▲ ufc fight night,Apr 20th 2019,0,0,0,NAME_NEVER_FOUND
Sarah Frota,https://www.bestfightodds.com/fighters/Sarah-Frota-8551,yes,,14918,maybe,yes,3,0,0,3,3,0,0,sarah frota +105 +110 ... +130 +7.7% ▲ ufc 240: holloway vs. edgar,Aug 24th 2018,0,0,0,NAME_NEVER_FOUND
Daniel Frunza,https://www.bestfightodds.com/fighters/Daniel-Frunza-12483,yes,,19235,maybe,yes,6,0,0,6,6,0,0,daniel frunza -200 -150 ... -115 +15.5% ▲ ufc fight night,Sep 17th 2021,0,0,0,NAME_NEVER_FOUND
Hermes Franca,https://www.bestfightodds.com/fighters/Hermes-Franca-40,yes,,18201,maybe,yes,5,0,0,5,5,0,0,hermes franca +110 +155 ... +155 +17.6% ▲ mfc 29: conquer,Jul 7th 2007,0,0,0,NAME_NEVER_FOUND
Masio Fullen,https://www.bestfightodds.com/fighters/Masio-Fullen-5319,yes,,18457,maybe,yes,5,0,0,5,5,0,0,masio fullen -200 -265 ... -240 -7.4% ▼ fury fc 63,Feb 28th 2015,0,0,0,NAME_NEVER_FOUND
Travis Fulton,https://www.bestfightodds.com/fighters/Travis-Fulton-1638,yes,,14728,maybe,yes,4,0,0,4,4,0,0,travis fulton +250 +330 ... +330 +18.6% ▲ proelite 2: big guns,Oct 24th 2009,0,0,0,NAME_NEVER_FOUND
Ricardo Funch,https://www.bestfightodds.com/fighters/Ricardo-Funch-1621,yes,,16739,maybe,yes,4,0,0,4,4,0,0,ricardo funch +325 +300 ... +375 +3% ▲ ufc on fx 4: guida vs. maynard,Dec 12th 2009,0,0,0,NAME_NEVER_FOUND
Spencer Fisher,https://www.bestfightodds.com/fighters/Spencer-Fisher-2,yes,,25905,maybe,yes,10,0,0,10,10,0,0,spencer fisher +160 +255 ... +320 +33% ▲ ufc on fx 4: guida vs. maynard,Nov 17th 2007,0,0,0,NAME_NEVER_FOUND
Adam Fugitt,https://www.bestfightodds.com/fighters/Adam-Fugitt-8646,yes,,21489,maybe,yes,8,0,0,8,8,0,0,adam fugitt +300 +320 ... +390 +11.7% ▲ ufc,Sep 28th 2018,0,0,0,NAME_NEVER_FOUND
Riki Fukuda,https://www.bestfightodds.com/fighters/Riki-Fukuda-231,yes,,20686,maybe,yes,7,0,0,7,7,0,0,riki fukuda -120 +105 ... +110 +11.9% ▲ ufc on fuel tv 8: silva vs. stann,Apr 5th 2009,0,0,0,NAME_NEVER_FOUND
Jussier Formiga,https://www.bestfightodds.com/fighters/Jussier-Formiga-4673,yes,,33068,maybe,yes,14,0,0,14,14,0,0,jussier formiga -450 -330 ... -300 +7.4% ▲ lfa 124,Feb 10th 2018,0,0,0,NAME_NEVER_FOUND
Josh Fremd,https://www.bestfightodds.com/fighters/Josh-Fremd-7675,yes,,29857,maybe,yes,13,0,0,13,13,0,0,josh fremd +125 +140 ... +140 +6.3% ▲ ufc,Nov 3rd 2017,0,0,0,NAME_NEVER_FOUND
Tony Ferguson,https://www.bestfightodds.com/fighters/Tony-Ferguson-2568,yes,,49802,maybe,yes,25,0,0,24,24,0,0,tony ferguson +350 +340 ... +410 +5.9% ▲ ufc,Jun 4th 2011,0,0,0,NAME_NEVER_FOUND
Jinh Yu Frey,https://www.bestfightodds.com/fighters/Jinh-Yu-Frey-5099,yes,,38219,maybe,yes,20,0,0,20,20,0,0,jinh yu frey +200 +350 ... +430 +39.8% ▲ ufc 294,Sep 6th 2014,0,0,0,NAME_NEVER_FOUND
Tony Fryklund,https://www.bestfightodds.com/fighters/Tony-Fryklund-675,yes,,11692,maybe,yes,1,0,0,1,1,0,0,tony fryklund n/a bellator fighting championship 94: awad vs. rickels,Mar 28th 2013,0,0,0,NAME_NEVER_FOUND
Kenny Florian,https://www.bestfightodds.com/fighters/Kenny-Florian-45,yes,,27643,maybe,yes,11,0,0,11,11,0,0,kenny florian +190 +320 ... +320 +31% ▲ ufc 136: edgar vs. maynard 3,Jul 7th 2007,0,0,0,NAME_NEVER_FOUND
Andre Fili,https://www.bestfightodds.com/fighters/Andre-Fili-4466,yes,,49993,maybe,yes,25,0,0,25,25,0,0,andre fili +163 +188 ... +210 +12.6% ▲ ufc fight night: dolidze vs. hernandez odds,Oct 19th 2013,0,0,0,NAME_NEVER_FOUND
Rob Font,https://www.bestfightodds.com/fighters/Rob-Font-4984,yes,,45730,maybe,yes,23,0,1,23,22,0,0,rob font +130 +130 ... +170 +7.6% ▲ ufc,Aug 19th 2023,0,0,0,NAME_NEVER_FOUND
Jon Fitch,https://www.bestfightodds.com/fighters/Jon-Fitch-3,yes,,45932,maybe,yes,23,0,0,23,23,0,0,jon fitch +115 -117 ... -105 -14.1% ▼ bellator 246: archuleta vs. mix,Sep 22nd 2007,0,0,0,NAME_NEVER_FOUND
Matt Frevola,https://www.bestfightodds.com/fighters/Matt-Frevola-5332,yes,,31132,maybe,yes,14,0,0,14,14,0,0,matt frevola -138 +100 ... +107 +15.9% ▲ ufc,Nov 15th 2014,0,0,0,NAME_NEVER_FOUND
Don Frye,https://www.bestfightodds.com/fighters/Don-Frye-547,yes,,11566,maybe,yes,1,0,0,1,1,0,0,don frye n/a shark fights 6: stars & stripes,Sep 12th 2009,0,0,0,NAME_NEVER_FOUND
Urijah Faber,https://www.bestfightodds.com/fighters/Urijah-Faber-386,yes,,50929,maybe,yes,26,0,0,26,26,0,0,urijah faber +155 +275 ... +320 +35.1% ▲ ufc on espn+ 13: de randamie vs. ladd,Dec 12th 2007,0,0,0,NAME_NEVER_FOUND
Rich Franklin,https://www.bestfightodds.com/fighters/Rich-Franklin-17,yes,,26953,maybe,yes,11,0,0,11,11,0,0,rich franklin -300 -450 ... -410 -8.2% ▼ ufc on fuel tv 6: franklin vs. le,Jun 16th 2007,0,0,0,NAME_NEVER_FOUND
Mirko Filipovic,https://www.bestfightodds.com/fighters/Mirko-Filipovic-59,yes,,36939,maybe,yes,19,0,0,19,19,0,0,mirko filipovic -185 -175 ... -164 +2.8% ▲ bellator 216: mvp vs. daley,Mar 15th 2008,0,0,0,NAME_NEVER_FOUND
Azamat Gashimov,https://www.bestfightodds.com/fighters/Azamat-Gashimov-3191,yes,,13847,maybe,yes,2,0,0,2,2,0,0,azamat gashimov +150 -130 ... -115 -37.9% ▼ ufc on fx 8: belfort vs. rockhold,Nov 17th 2012,0,0,0,NAME_NEVER_FOUND
Tom Gallicchio,https://www.bestfightodds.com/fighters/Tom-Gallicchio-1747,yes,,19132,maybe,yes,6,0,0,6,6,0,0,tom gallicchio +250 +385 ... +425 +30.7% ▲ ufc: the ultimate fighter 25 finale: johnson vs. gaethje,Nov 24th 2018,0,0,0,NAME_NEVER_FOUND
Joey Gambino,https://www.bestfightodds.com/fighters/Joey-Gambino-3344,yes,,13806,maybe,yes,2,0,0,2,2,0,0,joey gambino +135 +210 ... +230 +26.6% ▲ ufc 153: silva vs. bonnar,Jun 22nd 2012,0,0,0,NAME_NEVER_FOUND
Magomed Gadzhiyasulov,https://www.bestfightodds.com/fighters/Magomed-Gadzhiyasulov-14658,yes,,16933,maybe,yes,4,0,0,4,4,0,0,magomed gadzhiyasulov -150 -300 ... -275 -23.2% ▼ ufc fight night,Oct 28th 2022,0,0,0,NAME_NEVER_FOUND
Karine Gevorgyan,https://www.bestfightodds.com/fighters/Karine-Gevorgyan-7781,yes,,12335,maybe,yes,1,0,0,1,1,0,0,karine gevorgyan +220 +285 ... +375 +25.6% ▲ ufc: the ultimate fighter 26 finale,Dec 1st 2017,0,0,0,NAME_NEVER_FOUND
Brian Gassaway,https://www.bestfightodds.com/fighters/Brian-Gassaway-674,yes,,14590,maybe,yes,3,0,0,3,3,0,0,brian gassaway -115 -110 ... -110 +2.1% ▲ bellator fighting championships 25,Oct 11th 2008,0,0,0,NAME_NEVER_FOUND
Shamil Gamzatov,https://www.bestfightodds.com/fighters/Shamil-Gamzatov-6071,yes,,20931,maybe,yes,7,0,0,7,7,0,0,shamil gamzatov -175 -175 ... -175 0% ufc on espn: santos vs. hill,Oct 20th 2018,0,0,0,NAME_NEVER_FOUND
Brian Geraghty,https://www.bestfightodds.com/fighters/Brian-Geraghty-76,yes,,13713,maybe,yes,3,0,0,3,3,0,0,brian geraghty +140 +140 ... +140 sportfight 24: domination,Jun 23rd 2007,0,0,0,NAME_NEVER_FOUND
Sheila Gaff,https://www.bestfightodds.com/fighters/Sheila-Gaff-2466,yes,,17493,maybe,yes,5,0,0,5,5,0,0,sheila gaff +180 +180 ... +185 +1.1% ▲ ufc 163: aldo vs. jung,Oct 1st 2016,0,0,0,NAME_NEVER_FOUND
Paul Georgieff,https://www.bestfightodds.com/fighters/Paul-Georgieff-372,yes,,12270,maybe,yes,1,0,0,1,1,0,0,paul georgieff +260 +290 ... +290 +7.7% ▲ ufc: the ultimate fighter 6 finale,Dec 8th 2007,0,0,0,NAME_NEVER_FOUND
Yanis Ghemmouri,https://www.bestfightodds.com/fighters/Yanis-Ghemmouri-11422,yes,,19068,maybe,yes,6,0,0,6,6,0,0,yanis ghemmouri -250 -333 ... -250 -4.3% ▼ pfl,Jun 4th 2021,0,0,0,NAME_NEVER_FOUND
James Giboo,https://www.bestfightodds.com/fighters/James-Giboo-785,yes,,12248,maybe,yes,1,0,0,1,1,0,0,james giboo +170 +180 ... +180 +3.6% ▲ ufc fight night 14: silva vs irvin,Jul 19th 2008,0,0,0,NAME_NEVER_FOUND
Elias Garcia,https://www.bestfightodds.com/fighters/Elias-Garcia-4042,yes,,20158,maybe,yes,7,0,0,7,7,0,0,elias garcia -188 +110 ... +110 +27.1% ▲ oktagon,May 31st 2013,0,0,0,NAME_NEVER_FOUND
Melissa Gatto,https://www.bestfightodds.com/fighters/Melissa-Gatto-9088,yes,,20184,maybe,yes,6,0,0,6,6,0,0,melissa gatto -395 -400 ... -350 +0.9% ▲ ufc,Aug 7th 2021,0,0,0,NAME_NEVER_FOUND
Eduardo Garagorri,https://www.bestfightodds.com/fighters/Eduardo-Garagorri-9629,yes,,15239,maybe,yes,3,0,0,3,3,0,0,eduardo garagorri +140 +140 ... +140 uae warriors,Nov 16th 2019,0,0,0,NAME_NEVER_FOUND
Ateba Gautier,https://www.bestfightodds.com/fighters/Ateba-Gautier-18421,yes,,15068,maybe,yes,3,0,0,3,3,0,0,ateba gautier -350 -350 ... -350 ufc fight night,Sep 17th 2024,0,0,0,NAME_NEVER_FOUND
Willie Gates,https://www.bestfightodds.com/fighters/Willie-Gates-5361,yes,,18623,maybe,yes,5,0,0,5,5,0,0,willie gates +300 +240 ... +275 -11.7% ▼ urijah faber's a1 combat 9,Dec 13th 2014,0,0,0,NAME_NEVER_FOUND
Fernie Garcia,https://www.bestfightodds.com/fighters/Fernie-Garcia-9000,yes,,22623,maybe,yes,8,0,0,8,8,0,0,fernie garcia +138 +175 ... +205 +16.2% ▲ ufc,Mar 22nd 2019,0,0,0,NAME_NEVER_FOUND
Muin Gafurov,https://www.bestfightodds.com/fighters/Muin-Gafurov-5832,yes,,29206,maybe,yes,14,0,0,14,14,0,0,muin gafurov +275 +450 ... +550 +37.8% ▲ ufc,Jan 23rd 2016,0,0,0,NAME_NEVER_FOUND
Louis Gaudinot,https://www.bestfightodds.com/fighters/Louis-Gaudinot-3063,yes,,18461,maybe,yes,5,0,0,5,5,0,0,louis gaudinot +400 +385 ... +450 +3.5% ▲ ufc 182: jones vs. cormier,Dec 3rd 2011,0,0,0,NAME_NEVER_FOUND
Joe Giannetti,https://www.bestfightodds.com/fighters/Joe-Giannetti-8410,yes,,21153,maybe,yes,7,0,0,7,7,0,0,joe giannetti -250 -225 ... -225 +3.1% ▲ lfa,Jul 6th 2018,0,0,0,NAME_NEVER_FOUND
Rafa Garcia,https://www.bestfightodds.com/fighters/Rafa-Garcia-9241,yes,,31127,maybe,yes,13,0,1,13,12,0,0,rafa garcia -400 -375 ... -305 +3.7% ▲ ufc fight night,Jun 7th 2019,0,0,0,NAME_NEVER_FOUND
Shamil Gaziev,https://www.bestfightodds.com/fighters/Shamil-Gaziev-12522,yes,,23910,maybe,yes,9,0,0,9,9,0,0,shamil gaziev -375 -375 ... -325 +1.6% ▲ ufc,Sep 24th 2021,0,0,0,NAME_NEVER_FOUND
Edgar Garcia,https://www.bestfightodds.com/fighters/Edgar-Garcia-1011,yes,,20476,maybe,yes,7,0,0,7,7,0,0,edgar garcia +110 +145 ... +145 +14.3% ▲ ufc 195: lawler vs. condit,Oct 22nd 2011,0,0,0,NAME_NEVER_FOUND
Pablo Garza,https://www.bestfightodds.com/fighters/Pablo-Garza-2116,yes,,21438,maybe,yes,7,0,0,7,7,0,0,pablo garza +165 +180 ... +200 +8.6% ▲ ufc on fuel tv 9: mousasi vs. latifi,Sep 30th 2010,0,0,0,NAME_NEVER_FOUND
Micheal Gillmore,https://www.bestfightodds.com/fighters/Micheal-Gillmore-12274,yes,,15134,maybe,yes,3,0,0,3,3,0,0,micheal gillmore +240 +240 ... +240 ufc fight night 203,Aug 28th 2021,0,0,0,NAME_NEVER_FOUND
Thomas Gifford,https://www.bestfightodds.com/fighters/Thomas-Gifford-3560,yes,,14872,maybe,yes,3,0,0,3,3,0,0,thomas gifford +150 +240 ... +255 +28% ▲ ufc on espn+ 19: joanna vs. waterson,Aug 29th 2014,0,0,0,NAME_NEVER_FOUND
Mitch Gagnon,https://www.bestfightodds.com/fighters/Mitch-Gagnon-3084,yes,,23248,maybe,yes,8,0,0,8,8,0,0,mitch gagnon -140 -125 ... -120 +5.8% ▲ ufc on espn+ 9: iaquinta vs. cowboy,Jul 21st 2012,0,0,0,NAME_NEVER_FOUND
Joseph Gigliotti,https://www.bestfightodds.com/fighters/Joseph-Gigliotti-5557,yes,,15547,maybe,yes,4,0,0,4,4,0,0,joseph gigliotti -155 -130 ... -130 +7% ▲ ufc fight night 92: rodriguez vs. caceres,Mar 28th 2015,0,0,0,NAME_NEVER_FOUND
Alex Garcia,https://www.bestfightodds.com/fighters/Alex-Garcia-4554,yes,,26534,maybe,yes,10,0,0,10,10,0,0,alex garcia -175 -250 ... -240 -11.6% ▼ ufc fight night 138: volkan vs. smith,Dec 6th 2013,0,0,0,NAME_NEVER_FOUND
Tiki Ghosn,https://www.bestfightodds.com/fighters/Tiki-Ghosn-157,yes,,13742,maybe,yes,3,0,0,3,3,0,0,tiki ghosn +250 +300 ... +300 +12.5% ▲ strikeforce: shamrock vs le,Aug 5th 2007,0,0,0,NAME_NEVER_FOUND
Jason Gilliam,https://www.bestfightodds.com/fighters/Jason-Gilliam-84,yes,,12185,maybe,yes,1,0,0,1,1,0,0,jason gilliam +325 +335 ... +335 +2.3% ▲ ufc 73: stacked,Jul 7th 2007,0,0,0,NAME_NEVER_FOUND
Steve Garcia,https://www.bestfightodds.com/fighters/Steve-Garcia-2576,yes,,36232,maybe,yes,20,0,0,20,20,0,0,steve garcia -150 -150 ... -135 +1.6% ▲ ufc fight night,Sep 16th 2011,0,0,0,NAME_NEVER_FOUND
Claudia Gadelha,https://www.bestfightodds.com/fighters/Claudia-Gadelha-3792,yes,,31669,maybe,yes,13,0,0,13,13,0,0,claudia gadelha -130 +155 ... +170 +32.5% ▲ ufc on espn+ 40: santos vs. teixeira,Jul 13th 2013,0,0,0,NAME_NEVER_FOUND
Mateusz Gamrot,https://www.bestfightodds.com/fighters/Mateusz-Gamrot-4189,yes,,47106,maybe,yes,25,0,0,25,25,0,0,mateusz gamrot -148 -165 ... -154 -3.1% ▼ ufc,May 27th 2016,0,0,0,NAME_NEVER_FOUND
Cody Gibson,https://www.bestfightodds.com/fighters/Cody-Gibson-1915,yes,,36201,maybe,yes,19,0,0,19,19,0,0,cody gibson +285 +310 ... +350 +11.1% ▲ ufc fight night,Jul 9th 2010,0,0,0,NAME_NEVER_FOUND
Mark Godbeer,https://www.bestfightodds.com/fighters/Mark-Godbeer-3214,yes,,19386,maybe,yes,6,0,0,6,6,0,0,mark godbeer +180 +220 ... +230 +13.8% ▲ ufc fight night 127: werdum vs. volkov,Mar 24th 2012,0,0,0,NAME_NEVER_FOUND
Marcelo Golm,https://www.bestfightodds.com/fighters/Marcelo-Golm-7557,yes,,29291,maybe,yes,12,0,0,12,12,0,0,marcelo golm +164 +145 ... +180 -0.8% ▼ professional fighters league,Oct 28th 2017,0,0,0,NAME_NEVER_FOUND
Joey Gomez,https://www.bestfightodds.com/fighters/Joey-Gomez-6023,yes,,16962,maybe,yes,4,0,0,4,4,0,0,joey gomez -170 -210 ... -175 -5.3% ▼ ces 66,Jan 17th 2016,0,0,0,NAME_NEVER_FOUND
Cody Garbrandt,https://www.bestfightodds.com/fighters/Cody-Garbrandt-5368,yes,,36481,maybe,yes,17,0,0,17,17,0,0,cody garbrandt +130 +200 ... +225 +25.6% ▲ ufc fight night,Jun 24th 2023,0,0,0,NAME_NEVER_FOUND
Ulysses Gomez,https://www.bestfightodds.com/fighters/Ulysses-Gomez-1066,yes,,24221,maybe,yes,11,0,0,11,11,0,0,ulysses gomez -115 -145 ... -145 -10.6% ▼ rfa 18: manzanares vs. pantoja,Feb 6th 2009,0,0,0,NAME_NEVER_FOUND
Lewis Gonzalez,https://www.bestfightodds.com/fighters/Lewis-Gonzalez-4232,yes,,18587,maybe,yes,5,0,0,5,5,0,0,lewis gonzalez -150 +175 ... +400 +57.3% ▲ titan fc 67: sabatello vs. blackshear,Aug 10th 2013,0,0,0,NAME_NEVER_FOUND
Billy Ray Goff,https://www.bestfightodds.com/fighters/Billy-Ray-Goff-19415,yes,,12232,maybe,yes,1,0,0,1,1,0,0,billy ray goff -340 -440 ... -400 -4.4% ▼ ufc,Jun 1st 2025,0,0,0,NAME_NEVER_FOUND
Hannah Goldy,https://www.bestfightodds.com/fighters/Hannah-Goldy-9170,yes,,21559,maybe,yes,7,0,0,7,7,0,0,hannah goldy +200 +250 ... +360 +22.5% ▲ ufc on espn 53,Jun 18th 2019,0,0,0,NAME_NEVER_FOUND
Mickey Gall,https://www.bestfightodds.com/fighters/Mickey-Gall-6162,yes,,32609,maybe,yes,14,0,0,14,14,0,0,mickey gall +120 -200 ... -170 -41.7% ▼ ufc,Feb 6th 2016,0,0,0,NAME_NEVER_FOUND
Gregor Gillespie,https://www.bestfightodds.com/fighters/Gregor-Gillespie-3652,yes,,23673,maybe,yes,8,0,0,8,8,0,0,gregor gillespie -130 -170 ... -164 -10.9% ▼ ufc 244: masvidal vs. diaz,May 8th 2021,0,0,0,NAME_NEVER_FOUND
Ciryl Gane,https://www.bestfightodds.com/fighters/Ciryl-Gane-9273,yes,,31414,maybe,yes,13,0,1,13,12,0,0,ciryl gane -240 -385 ... -325 -10.7% ▼ ufc,Aug 10th 2019,0,0,0,NAME_NEVER_FOUND
Justin Gaethje,https://www.bestfightodds.com/fighters/Justin-Gaethje-3964,yes,,51447,maybe,yes,26,1,0,26,25,0,0,justin gaethje +112 +128 ... +136 +8.2% ▲ ufc,Mar 23rd 2013,0,0,0,NAME_NEVER_FOUND
Leonard Garcia,https://www.bestfightodds.com/fighters/Leonard-Garcia-75,yes,,43350,maybe,yes,22,0,0,22,22,0,0,leonard garcia +130 +165 ... +165 +13.2% ▲ legacy fc 37: pineda vs. garcia,Jun 23rd 2007,0,0,0,NAME_NEVER_FOUND
Pearl Gonzalez,https://www.bestfightodds.com/fighters/Pearl-Gonzalez-3889,yes,,24861,maybe,yes,10,0,0,10,10,0,0,pearl gonzalez +135 -160 ... -160 -44.6% ▼ invicta fc 39: frey vs. cummins ii,Feb 15th 2019,0,0,0,NAME_NEVER_FOUND
Alex Gorgees,https://www.bestfightodds.com/fighters/Alex-Gorgees-8767,yes,,12394,maybe,yes,1,0,0,1,1,0,0,alex gorgees +285 +400 ... +425 +25.2% ▲ ufc fight night 142: dos santos vs. tuivasa,Dec 1st 2018,0,0,0,NAME_NEVER_FOUND
Silvana Gomez Juarez,https://www.bestfightodds.com/fighters/Silvana-Gomez-Juarez-7910,yes,,16865,maybe,yes,4,0,0,4,4,0,0,silvana gomez juarez +145 -125 ... -110 -31% ▼ ufc 281,Mar 3rd 2018,0,0,0,NAME_NEVER_FOUND
Themba Gorimbo,https://www.bestfightodds.com/fighters/Themba-Gorimbo-12770,yes,,22632,maybe,yes,8,0,0,8,8,0,0,themba gorimbo -250 -175 ... -150 +12.8% ▲ ufc,Oct 29th 2021,0,0,0,NAME_NEVER_FOUND
Tresean Gore,https://www.bestfightodds.com/fighters/Tresean-Gore-12266,yes,,19899,maybe,yes,6,0,0,6,6,0,0,tresean gore +165 +175 ... +220 +10.5% ▲ ufc,Feb 6th 2022,0,0,0,NAME_NEVER_FOUND
Manvel Gamburyan,https://www.bestfightodds.com/fighters/Manvel-Gamburyan-4222,yes,,12361,maybe,yes,1,0,0,1,1,0,0,manvel gamburyan -110 -150 ... -140 -13% ▼ ufc fight night 26: shogun vs. sonnen,Aug 17th 2013,0,0,0,NAME_NEVER_FOUND
William Gomis,https://www.bestfightodds.com/fighters/William-Gomis-10345,yes,,24442,maybe,yes,9,0,0,9,9,0,0,william gomis -175 -300 ... -270 -16.7% ▼ ufc fight night,Oct 10th 2020,0,0,0,NAME_NEVER_FOUND
Tim Gorman,https://www.bestfightodds.com/fighters/Tim-Gorman-4799,yes,,13877,maybe,yes,2,0,0,2,2,0,0,tim gorman +250 +328 ... +330 +18.4% ▲ ufc fight night 56: shogun vs. st. preux,Apr 16th 2014,0,0,0,NAME_NEVER_FOUND
Christos Giagos,https://www.bestfightodds.com/fighters/Christos-Giagos-5071,yes,,41624,maybe,yes,20,0,0,20,20,0,0,christos giagos +200 +240 ... +280 +15.3% ▲ ufc,Aug 22nd 2014,0,0,0,NAME_NEVER_FOUND
Damian Grabowski,https://www.bestfightodds.com/fighters/Damian-Grabowski-2004,yes,,22887,maybe,yes,8,0,0,8,8,0,0,damian grabowski +180 +180 ... +180 ksw 49: materla vs. askham 2,Aug 19th 2010,0,0,0,NAME_NEVER_FOUND
Denise Gomes,https://www.bestfightodds.com/fighters/Denise-Gomes-13433,yes,,24447,maybe,yes,9,0,0,9,9,0,0,denise gomes -455 -649 ... -535 -4.4% ▼ ufc,Mar 9th 2022,0,0,0,NAME_NEVER_FOUND
Jason Gonzalez,https://www.bestfightodds.com/fighters/Jason-Gonzalez-6479,yes,,17891,maybe,yes,5,0,0,5,5,0,0,jason gonzalez +115 +104 ... +110 -4.4% ▼ ufc on espn+ 8: jacare vs. hermansson,Jun 3rd 2016,0,0,0,NAME_NEVER_FOUND
Eddie Gordon,https://www.bestfightodds.com/fighters/Eddie-Gordon-5009,yes,,22357,maybe,yes,8,0,0,8,8,0,0,eddie gordon +280 +165 ... +190 -36.7% ▼ pfl 10: playoffs,Oct 20th 2018,0,0,0,NAME_NEVER_FOUND
Lyman Good,https://www.bestfightodds.com/fighters/Lyman-Good-1161,yes,,37303,maybe,yes,18,0,0,18,18,0,0,lyman good -110 +100 ... +102 +5% ▲ ufc on espn 11: blaydes vs. volkov,Apr 4th 2013,0,0,0,NAME_NEVER_FOUND
Chase Gormley,https://www.bestfightodds.com/fighters/Chase-Gormley-835,yes,,28233,maybe,yes,12,0,0,12,12,0,0,chase gormley +200 +185 ... +185 -5.3% ▼ bare knuckle fighting championship,Dec 5th 2014,0,0,0,NAME_NEVER_FOUND
Erick Gonzalez,https://www.bestfightodds.com/fighters/Erick-Gonzalez-9440,yes,,18515,maybe,yes,5,0,0,5,5,0,0,erick gonzalez +170 +160 ... +245 +10% ▲ ufc fight night 220,Dec 20th 2019,0,0,0,NAME_NEVER_FOUND
Rolles Gracie,https://www.bestfightodds.com/fighters/Rolles-Gracie-1633,yes,,16863,maybe,yes,4,0,0,4,4,0,0,rolles gracie +190 +170 ... +170 -7.4% ▼ ksw 31,Feb 6th 2010,0,0,0,NAME_NEVER_FOUND
Ricky Glenn,https://www.bestfightodds.com/fighters/Ricky-Glenn-13086,yes,,15261,maybe,yes,3,0,0,3,3,0,0,ricky glenn +190 +163 ... +220 +1% ▲ ufc,Apr 22nd 2023,0,0,0,NAME_NEVER_FOUND
Trevin Giles,https://www.bestfightodds.com/fighters/Trevin-Giles-4665,yes,,42778,maybe,yes,22,0,0,22,22,0,0,trevin giles +210 +260 ... +310 +19.9% ▲ ufc fight night,Jan 31st 2014,0,0,0,NAME_NEVER_FOUND
Thibault Gouti,https://www.bestfightodds.com/fighters/Thibault-Gouti-5531,yes,,29337,maybe,yes,12,0,0,12,12,0,0,thibault gouti +425 +410 ... +475 +3.3% ▲ bellator champion series,Feb 18th 2018,0,0,0,NAME_NEVER_FOUND
Malcolm Gordon,https://www.bestfightodds.com/fighters/Malcolm-Gordon-3630,yes,,23404,maybe,yes,9,0,0,9,9,0,0,malcolm gordon -105 -220 ... -198 -31.2% ▼ ufc,Oct 19th 2012,0,0,0,NAME_NEVER_FOUND
Steven Graham,https://www.bestfightodds.com/fighters/Steven-Graham-8801,yes,,15819,maybe,yes,4,0,0,4,4,0,0,steven graham +140 +140 ... +140 fac,Sep 13th 2019,0,0,0,NAME_NEVER_FOUND
Jared Gooden,https://www.bestfightodds.com/fighters/Jared-Gooden-5444,yes,,33657,maybe,yes,18,0,0,18,18,0,0,jared gooden +140 +118 ... +130 -7.1% ▼ ufc fight night,Mar 20th 2015,0,0,0,NAME_NEVER_FOUND
Michael Graves,https://www.bestfightodds.com/fighters/Michael-Graves-5242,yes,,20250,maybe,yes,7,0,0,7,7,0,0,michael graves -750 -900 ... -900 -2% ▼ titan fc 65: graves vs. jasse,Oct 31st 2014,0,0,0,NAME_NEVER_FOUND
Miranda Granger,https://www.bestfightodds.com/fighters/Miranda-Granger-8774,yes,,19018,maybe,yes,6,0,0,6,6,0,0,miranda granger +180 +150 ... +176 -5.3% ▼ ufc on espn: santos vs. hill,Dec 14th 2018,0,0,0,NAME_NEVER_FOUND
